Sequence,label
Seq10_13,repression
Seq10_14,repression
Seq10_15,repression
Seq10_16,repression
Seq10_17,repression
Seq10_18,repression
Seq10_19,repression
Seq10_20,repression
Seq11_01,repression
Seq11_02,repression
Seq11_03,repression
Seq11_04,repression
Seq11_05,repression
Seq11_06,repression
Seq11_07,repression
Seq11_08,repression
Seq11_09,repression
Seq11_10,repression
Seq11_11,repression
Seq11_12,repression
Seq11_13,repression
Seq11_14,repression
Seq11_15,repression
Seq11_16,repression
Seq11_17,repression
Seq11_18,repression
Seq11_19,repression
Seq11_20,repression
Seq12_01,repression
Seq12_02,repression
Seq12_03,repression
Seq12_04,repression
Seq12_05,repression
Seq12_06,repression
Seq12_07,repression
Seq12_08,repression
Seq12_09,repression
Seq12_10,repression
Seq12_11,repression
Seq12_12,repression
Seq12_13,repression
Seq12_14,repression
Seq12_15,repression
Seq12_16,repression
Seq12_17,repression
Seq12_18,repression
Seq12_19,repression
Seq12_20,repression
Seq13_01,repression
Seq13_02,repression
Seq13_03,repression
Seq13_04,repression
Seq13_05,repression
Seq13_06,repression
Seq13_07,repression
Seq13_08,repression
Seq13_09,repression
Seq13_10,repression
Seq13_11,repression
Seq13_12,repression
Seq13_13,repression
Seq13_14,repression
Seq13_15,repression
Seq13_16,repression
Seq13_17,repression
Seq13_18,repression
Seq13_19,repression
Seq13_20,repression
Seq14_01,repression
Seq14_02,repression
Seq14_03,repression
Seq14_04,repression
Seq14_05,repression
Seq14_06,repression
Seq14_07,repression
Seq14_08,repression
Seq14_09,repression
Seq14_10,repression
Seq14_11,repression
Seq14_12,repression
Seq14_13,repression
Seq14_14,repression
Seq14_15,repression
Seq14_16,repression
Seq14_17,repression
Seq14_18,repression
Seq14_19,repression
Seq14_20,repression
Seq16_01,happiness
Seq16_02,happiness
Seq16_03,happiness
Seq16_04,happiness
Seq16_05,happiness
Seq16_06,happiness
Seq16_07,happiness
Seq16_08,happiness
Seq16_09,happiness
Seq16_10,happiness
Seq16_11,happiness
Seq16_12,happiness
Seq16_13,happiness
Seq16_14,happiness
Seq16_15,happiness
Seq16_16,happiness
Seq16_17,happiness
Seq16_18,happiness
Seq16_19,happiness
Seq16_20,happiness
Seq17_01,others
Seq17_02,others
Seq17_03,others
Seq17_04,others
Seq17_05,others
Seq17_06,others
Seq17_07,others
Seq17_08,others
Seq17_09,others
Seq17_10,others
Seq17_11,others
Seq17_12,others
Seq17_13,others
Seq17_14,others
Seq17_15,others
Seq17_16,others
Seq17_17,others
Seq17_18,others
Seq17_19,others
Seq17_20,others
Seq18_01,others
Seq18_02,others
Seq18_03,others
Seq18_04,others
Seq18_05,others
Seq18_06,others
Seq18_07,others
Seq18_08,others
Seq18_09,others
Seq18_10,others
Seq18_11,others
Seq18_12,others
Seq18_13,others
Seq18_14,others
Seq18_15,others
Seq18_16,others
Seq18_17,others
Seq18_18,others
Seq18_19,others
Seq18_20,others
Seq19_01,surprise
Seq19_02,surprise
Seq19_03,surprise
Seq19_04,surprise
Seq19_05,surprise
Seq19_06,surprise
Seq19_07,surprise
Seq19_08,surprise
Seq19_09,surprise
Seq19_10,surprise
Seq19_11,surprise
Seq19_12,surprise
Seq19_13,surprise
Seq19_14,surprise
Seq19_15,surprise
Seq19_16,surprise
Seq19_17,surprise
Seq19_18,surprise
Seq19_19,surprise
Seq19_20,surprise
Seq20_01,surprise
Seq20_02,surprise
Seq20_03,surprise
Seq20_04,surprise
Seq20_05,surprise
Seq20_06,surprise
Seq20_07,surprise
Seq20_08,surprise
Seq20_09,surprise
Seq20_10,surprise
Seq20_11,surprise
Seq20_12,surprise
Seq20_13,surprise
Seq20_14,surprise
Seq20_15,surprise
Seq20_16,surprise
Seq20_17,surprise
Seq20_18,surprise
Seq20_19,surprise
Seq20_20,surprise
Seq21_01,surprise
Seq21_02,surprise
Seq21_03,surprise
Seq21_04,surprise
Seq21_05,surprise
Seq21_06,surprise
Seq21_07,surprise
Seq21_08,surprise
Seq21_09,surprise
Seq21_10,surprise
Seq21_11,surprise
Seq21_12,surprise
Seq21_13,surprise
Seq21_14,surprise
Seq21_15,surprise
Seq21_16,surprise
Seq21_17,surprise
Seq21_18,surprise
Seq21_19,surprise
Seq21_20,surprise
Seq22_01,others
Seq22_02,others
Seq22_03,others
Seq22_04,others
Seq22_05,others
Seq22_06,others
Seq22_07,others
Seq22_08,others
Seq22_09,others
Seq22_10,others
Seq22_11,others
Seq22_12,others
Seq22_13,others
Seq22_14,others
Seq22_15,others
Seq22_16,others
Seq22_17,others
Seq22_18,others
Seq22_19,others
Seq22_20,others
Seq23_01,surprise
Seq23_02,surprise
Seq23_03,surprise
Seq23_04,surprise
Seq23_05,surprise
Seq23_06,surprise
Seq23_07,surprise
Seq23_08,surprise
Seq23_09,surprise
Seq23_10,surprise
Seq23_11,surprise
Seq23_12,surprise
Seq23_13,surprise
Seq23_14,surprise
Seq23_15,surprise
Seq23_16,surprise
Seq23_17,surprise
Seq23_18,surprise
Seq23_19,surprise
Seq23_20,surprise
Seq24_01,others
Seq24_02,others
Seq24_03,others
Seq24_04,others
Seq24_05,others
Seq24_06,others
Seq24_07,others
Seq24_08,others
Seq24_09,others
Seq24_10,others
Seq24_11,others
Seq24_12,others
Seq24_13,others
Seq24_14,others
Seq24_15,others
Seq24_16,others
Seq24_17,others
Seq24_18,others
Seq24_19,others
Seq24_20,others
Seq25_01,disgust
Seq25_02,disgust
Seq25_03,disgust
Seq25_04,disgust
Seq25_05,disgust
Seq25_06,disgust
Seq25_07,disgust
Seq25_08,disgust
Seq25_09,disgust
Seq25_10,disgust
Seq25_11,disgust
Seq25_12,disgust
Seq25_13,disgust
Seq25_14,disgust
Seq25_15,disgust
Seq25_16,disgust
Seq25_17,disgust
Seq25_18,disgust
Seq25_19,disgust
Seq25_20,disgust
Seq26_01,others
Seq26_02,others
Seq26_03,others
Seq26_04,others
Seq26_05,others
Seq26_06,others
Seq26_07,others
Seq26_08,others
Seq26_09,others
Seq26_10,others
Seq26_11,others
Seq26_12,others
Seq26_13,others
Seq26_14,others
Seq26_15,others
Seq26_16,others
Seq26_17,others
Seq26_18,others
Seq26_19,others
Seq26_20,others
Seq27_01,disgust
Seq27_02,disgust
Seq27_03,disgust
Seq27_04,disgust
Seq27_05,disgust
Seq27_06,disgust
Seq27_07,disgust
Seq27_08,disgust
Seq27_09,disgust
Seq27_10,disgust
Seq27_11,disgust
Seq27_12,disgust
Seq27_13,disgust
Seq27_14,disgust
Seq27_15,disgust
Seq27_16,disgust
Seq27_17,disgust
Seq27_18,disgust
Seq27_19,disgust
Seq27_20,disgust
Seq29_01,disgust
Seq29_02,disgust
Seq29_03,disgust
Seq29_04,disgust
Seq29_05,disgust
Seq29_06,disgust
Seq29_07,disgust
Seq29_08,disgust
Seq29_09,disgust
Seq29_10,disgust
Seq29_11,disgust
Seq29_12,disgust
Seq29_13,disgust
Seq29_14,disgust
Seq29_15,disgust
Seq29_16,disgust
Seq29_17,disgust
Seq29_18,disgust
Seq29_19,disgust
Seq29_20,disgust
Seq30_01,disgust
Seq30_02,disgust
Seq30_03,disgust
Seq30_04,disgust
Seq30_05,disgust
Seq30_06,disgust
Seq30_07,disgust
Seq30_08,disgust
Seq30_09,disgust
Seq30_10,disgust
Seq30_11,disgust
Seq30_12,disgust
Seq30_13,disgust
Seq30_14,disgust
Seq30_15,disgust
Seq30_16,disgust
Seq30_17,disgust
Seq30_18,disgust
Seq30_19,disgust
Seq30_20,disgust
Seq31_01,disgust
Seq31_02,disgust
Seq31_03,disgust
Seq31_04,disgust
Seq31_05,disgust
Seq31_06,disgust
Seq31_07,disgust
Seq31_08,disgust
Seq31_09,disgust
Seq31_10,disgust
Seq31_11,disgust
Seq31_12,disgust
Seq31_13,disgust
Seq31_14,disgust
Seq31_15,disgust
Seq31_16,disgust
Seq31_17,disgust
Seq31_18,disgust
Seq31_19,disgust
Seq31_20,disgust
Seq33_01,disgust
Seq33_02,disgust
Seq33_03,disgust
Seq33_04,disgust
Seq33_05,disgust
Seq33_06,disgust
Seq33_07,disgust
Seq33_08,disgust
Seq33_09,disgust
Seq33_10,disgust
Seq33_11,disgust
Seq33_12,disgust
Seq33_13,disgust
Seq33_14,disgust
Seq33_15,disgust
Seq33_16,disgust
Seq33_17,disgust
Seq33_18,disgust
Seq33_19,disgust
Seq33_20,disgust
Seq34_01,others
Seq34_02,others
Seq34_03,others
Seq34_04,others
Seq34_05,others
Seq34_06,others
Seq34_07,others
Seq34_08,others
Seq34_09,others
Seq34_10,others
Seq34_11,others
Seq34_12,others
Seq34_13,others
Seq34_14,others
Seq34_15,others
Seq34_16,others
Seq34_17,others
Seq34_18,others
Seq34_19,others
Seq34_20,others
Seq35_01,surprise
Seq35_02,surprise
Seq35_03,surprise
Seq35_04,surprise
Seq35_05,surprise
Seq35_06,surprise
Seq35_07,surprise
Seq35_08,surprise
Seq35_09,surprise
Seq35_10,surprise
Seq35_11,surprise
Seq35_12,surprise
Seq35_13,surprise
Seq35_14,surprise
Seq35_15,surprise
Seq35_16,surprise
Seq35_17,surprise
Seq35_18,surprise
Seq35_19,surprise
Seq35_20,surprise
Seq36_01,happiness
Seq36_02,happiness
Seq36_03,happiness
Seq36_04,happiness
Seq36_05,happiness
Seq36_06,happiness
Seq36_07,happiness
Seq36_08,happiness
Seq36_09,happiness
Seq36_10,happiness
Seq36_11,happiness
Seq36_12,happiness
Seq36_13,happiness
Seq36_14,happiness
Seq36_15,happiness
Seq36_16,happiness
Seq36_17,happiness
Seq36_18,happiness
Seq36_19,happiness
Seq36_20,happiness
Seq39_01,surprise
Seq39_02,surprise
Seq39_03,surprise
Seq39_04,surprise
Seq39_05,surprise
Seq39_06,surprise
Seq39_07,surprise
Seq39_08,surprise
Seq39_09,surprise
Seq39_10,surprise
Seq39_11,surprise
Seq39_12,surprise
Seq39_13,surprise
Seq39_14,surprise
Seq39_15,surprise
Seq39_16,surprise
Seq39_17,surprise
Seq39_18,surprise
Seq39_19,surprise
Seq39_20,surprise
Seq41_01,others
Seq41_02,others
Seq41_03,others
Seq41_04,others
Seq41_05,others
Seq41_06,others
Seq41_07,others
Seq41_08,others
Seq41_09,others
Seq41_10,others
Seq41_11,others
Seq41_12,others
Seq41_13,others
Seq41_14,others
Seq41_15,others
Seq41_16,others
Seq41_17,others
Seq41_18,others
Seq41_19,others
Seq41_20,others
Seq42_01,others
Seq42_02,others
Seq42_03,others
Seq42_04,others
Seq42_05,others
Seq42_06,others
Seq42_07,others
Seq42_08,others
Seq42_09,others
Seq42_10,others
Seq42_11,others
Seq42_12,others
Seq42_13,others
Seq42_14,others
Seq42_15,others
Seq42_16,others
Seq42_17,others
Seq42_18,others
Seq42_19,others
Seq42_20,others
Seq43_01,others
Seq43_02,others
Seq43_03,others
Seq43_04,others
Seq43_05,others
Seq43_06,others
Seq43_07,others
Seq43_08,others
Seq43_09,others
Seq43_10,others
Seq43_11,others
Seq43_12,others
Seq43_13,others
Seq43_14,others
Seq43_15,others
Seq43_16,others
Seq43_17,others
Seq43_18,others
Seq43_19,others
Seq43_20,others
Seq44_01,others
Seq44_02,others
Seq44_03,others
Seq44_04,others
Seq44_05,others
Seq44_06,others
Seq44_07,others
Seq44_08,others
Seq44_09,others
Seq44_10,others
Seq44_11,others
Seq44_12,others
Seq44_13,others
Seq44_14,others
Seq44_15,others
Seq44_16,others
Seq44_17,others
Seq44_18,others
Seq44_19,others
Seq44_20,others
Seq45_01,others
Seq45_02,others
Seq45_03,others
Seq45_04,others
Seq45_05,others
Seq45_06,others
Seq45_07,others
Seq45_08,others
Seq45_09,others
Seq45_10,others
Seq45_11,others
Seq45_12,others
Seq45_13,others
Seq45_14,others
Seq45_15,others
Seq45_16,others
Seq45_17,others
Seq45_18,others
Seq45_19,others
Seq45_20,others
Seq46_01,disgust
Seq46_02,disgust
Seq46_03,disgust
Seq46_04,disgust
Seq46_05,disgust
Seq46_06,disgust
Seq46_07,disgust
Seq46_08,disgust
Seq46_09,disgust
Seq46_10,disgust
Seq46_11,disgust
Seq46_12,disgust
Seq46_13,disgust
Seq46_14,disgust
Seq46_15,disgust
Seq46_16,disgust
Seq46_17,disgust
Seq46_18,disgust
Seq46_19,disgust
Seq46_20,disgust
Seq47_01,surprise
Seq47_02,surprise
Seq47_03,surprise
Seq47_04,surprise
Seq47_05,surprise
Seq47_06,surprise
Seq47_07,surprise
Seq47_08,surprise
Seq47_09,surprise
Seq47_10,surprise
Seq47_11,surprise
Seq47_12,surprise
Seq47_13,surprise
Seq47_14,surprise
Seq47_15,surprise
Seq47_16,surprise
Seq47_17,surprise
Seq47_18,surprise
Seq47_19,surprise
Seq47_20,surprise
Seq48_01,others
Seq48_02,others
Seq48_03,others
Seq48_04,others
Seq48_05,others
Seq48_06,others
Seq48_07,others
Seq48_08,others
Seq48_09,others
Seq48_10,others
Seq48_11,others
Seq48_12,others
Seq48_13,others
Seq48_14,others
Seq48_15,others
Seq48_16,others
Seq48_17,others
Seq48_18,others
Seq48_19,others
Seq48_20,others
Seq49_01,others
Seq49_02,others
Seq49_03,others
Seq49_04,others
Seq49_05,others
Seq49_06,others
Seq49_07,others
Seq49_08,others
Seq49_09,others
Seq49_10,others
Seq49_11,others
Seq49_12,others
Seq49_13,others
Seq49_14,others
Seq49_15,others
Seq49_16,others
Seq49_17,others
Seq49_18,others
Seq49_19,others
Seq49_20,others
Seq51_01,others
Seq51_02,others
Seq51_03,others
Seq51_04,others
Seq51_05,others
Seq51_06,others
Seq51_07,others
Seq51_08,others
Seq51_09,others
Seq51_10,others
Seq51_11,others
Seq51_12,others
Seq51_13,others
Seq51_14,others
Seq51_15,others
Seq51_16,others
Seq51_17,others
Seq51_18,others
Seq51_19,others
Seq51_20,others
Seq52_01,others
Seq52_02,others
Seq52_03,others
Seq52_04,others
Seq52_05,others
Seq52_06,others
Seq52_07,others
Seq52_08,others
Seq52_09,others
Seq52_10,others
Seq52_11,others
Seq52_12,others
Seq52_13,others
Seq52_14,others
Seq52_15,others
Seq52_16,others
Seq52_17,others
Seq52_18,others
Seq52_19,others
Seq52_20,others
Seq53_01,others
Seq53_02,others
Seq53_03,others
Seq53_04,others
Seq53_05,others
Seq53_06,others
Seq53_07,others
Seq53_08,others
Seq53_09,others
Seq53_10,others
Seq53_11,others
Seq53_12,others
Seq53_13,others
Seq53_14,others
Seq53_15,others
Seq53_16,others
Seq53_17,others
Seq53_18,others
Seq53_19,others
Seq53_20,others
Seq54_01,happiness
Seq54_02,happiness
Seq54_03,happiness
Seq54_04,happiness
Seq54_05,happiness
Seq54_06,happiness
Seq54_07,happiness
Seq54_08,happiness
Seq54_09,happiness
Seq54_10,happiness
Seq54_11,happiness
Seq54_12,happiness
Seq54_13,happiness
Seq54_14,happiness
Seq54_15,happiness
Seq54_16,happiness
Seq54_17,happiness
Seq54_18,happiness
Seq54_19,happiness
Seq54_20,happiness
Seq55_01,surprise
Seq55_02,surprise
Seq55_03,surprise
Seq55_04,surprise
Seq55_05,surprise
Seq55_06,surprise
Seq55_07,surprise
Seq55_08,surprise
Seq55_09,surprise
Seq55_10,surprise
Seq55_11,surprise
Seq55_12,surprise
Seq55_13,surprise
Seq55_14,surprise
Seq55_15,surprise
Seq55_16,surprise
Seq55_17,surprise
Seq55_18,surprise
Seq55_19,surprise
Seq55_20,surprise
Seq56_01,others
Seq56_02,others
Seq56_03,others
Seq56_04,others
Seq56_05,others
Seq56_06,others
Seq56_07,others
Seq56_08,others
Seq56_09,others
Seq56_10,others
Seq56_11,others
Seq56_12,others
Seq56_13,others
Seq56_14,others
Seq56_15,others
Seq56_16,others
Seq56_17,others
Seq56_18,others
Seq56_19,others
Seq56_20,others
Seq57_01,surprise
Seq57_02,surprise
Seq57_03,surprise
Seq57_04,surprise
Seq57_05,surprise
Seq57_06,surprise
Seq57_07,surprise
Seq57_08,surprise
Seq57_09,surprise
Seq57_10,surprise
Seq57_11,surprise
Seq57_12,surprise
Seq57_13,surprise
Seq57_14,surprise
Seq57_15,surprise
Seq57_16,surprise
Seq57_17,surprise
Seq57_18,surprise
Seq57_19,surprise
Seq57_20,surprise
Seq58_01,disgust
Seq58_02,disgust
Seq58_03,disgust
Seq58_04,disgust
Seq58_05,disgust
Seq58_06,disgust
Seq58_07,disgust
Seq58_08,disgust
Seq58_09,disgust
Seq58_10,disgust
Seq58_11,disgust
Seq58_12,disgust
Seq58_13,disgust
Seq58_14,disgust
Seq58_15,disgust
Seq58_16,disgust
Seq58_17,disgust
Seq58_18,disgust
Seq58_19,disgust
Seq58_20,disgust
Seq59_01,disgust
Seq59_02,disgust
Seq59_03,disgust
Seq59_04,disgust
Seq59_05,disgust
Seq59_06,disgust
Seq59_07,disgust
Seq59_08,disgust
Seq59_09,disgust
Seq59_10,disgust
Seq59_11,disgust
Seq59_12,disgust
Seq59_13,disgust
Seq59_14,disgust
Seq59_15,disgust
Seq59_16,disgust
Seq59_17,disgust
Seq59_18,disgust
Seq59_19,disgust
Seq59_20,disgust
Seq60_01,others
Seq60_02,others
Seq60_03,others
Seq60_04,others
Seq60_05,others
Seq60_06,others
Seq60_07,others
Seq60_08,others
Seq60_09,others
Seq60_10,others
Seq60_11,others
Seq60_12,others
Seq60_13,others
Seq60_14,others
Seq60_15,others
Seq60_16,others
Seq60_17,others
Seq60_18,others
Seq60_19,others
Seq60_20,others
Seq61_01,others
Seq61_02,others
Seq61_03,others
Seq61_04,others
Seq61_05,others
Seq61_06,others
Seq61_07,others
Seq61_08,others
Seq61_09,others
Seq61_10,others
Seq61_11,others
Seq61_12,others
Seq61_13,others
Seq61_14,others
Seq61_15,others
Seq61_16,others
Seq61_17,others
Seq61_18,others
Seq61_19,others
Seq61_20,others
Seq62_01,disgust
Seq62_02,disgust
Seq62_03,disgust
Seq62_04,disgust
Seq62_05,disgust
Seq62_06,disgust
Seq62_07,disgust
Seq62_08,disgust
Seq62_09,disgust
Seq62_10,disgust
Seq62_11,disgust
Seq62_12,disgust
Seq62_13,disgust
Seq62_14,disgust
Seq62_15,disgust
Seq62_16,disgust
Seq62_17,disgust
Seq62_18,disgust
Seq62_19,disgust
Seq62_20,disgust
Seq63_01,disgust
Seq63_02,disgust
Seq63_03,disgust
Seq63_04,disgust
Seq63_05,disgust
Seq63_06,disgust
Seq63_07,disgust
Seq63_08,disgust
Seq63_09,disgust
Seq63_10,disgust
Seq63_11,disgust
Seq63_12,disgust
Seq63_13,disgust
Seq63_14,disgust
Seq63_15,disgust
Seq63_16,disgust
Seq63_17,disgust
Seq63_18,disgust
Seq63_19,disgust
Seq63_20,disgust
Seq64_01,disgust
Seq64_02,disgust
Seq64_03,disgust
Seq64_04,disgust
Seq64_05,disgust
Seq64_06,disgust
Seq64_07,disgust
Seq64_08,disgust
Seq64_09,disgust
Seq64_10,disgust
Seq64_11,disgust
Seq64_12,disgust
Seq64_13,disgust
Seq64_14,disgust
Seq64_15,disgust
Seq64_16,disgust
Seq64_17,disgust
Seq64_18,disgust
Seq64_19,disgust
Seq64_20,disgust
Seq65_01,disgust
Seq65_02,disgust
Seq65_03,disgust
Seq65_04,disgust
Seq65_05,disgust
Seq65_06,disgust
Seq65_07,disgust
Seq65_08,disgust
Seq65_09,disgust
Seq65_10,disgust
Seq65_11,disgust
Seq65_12,disgust
Seq65_13,disgust
Seq65_14,disgust
Seq65_15,disgust
Seq65_16,disgust
Seq65_17,disgust
Seq65_18,disgust
Seq65_19,disgust
Seq65_20,disgust
Seq66_01,others
Seq66_02,others
Seq66_03,others
Seq66_04,others
Seq66_05,others
Seq66_06,others
Seq66_07,others
Seq66_08,others
Seq66_09,others
Seq66_10,others
Seq66_11,others
Seq66_12,others
Seq66_13,others
Seq66_14,others
Seq66_15,others
Seq66_16,others
Seq66_17,others
Seq66_18,others
Seq66_19,others
Seq66_20,others
Seq67_01,others
Seq67_02,others
Seq67_03,others
Seq67_04,others
Seq67_05,others
Seq67_06,others
Seq67_07,others
Seq67_08,others
Seq67_09,others
Seq67_10,others
Seq67_11,others
Seq67_12,others
Seq67_13,others
Seq67_14,others
Seq67_15,others
Seq67_16,others
Seq67_17,others
Seq67_18,others
Seq67_19,others
Seq67_20,others
Seq69_01,others
Seq69_02,others
Seq69_03,others
Seq69_04,others
Seq69_05,others
Seq69_06,others
Seq69_07,others
Seq69_08,others
Seq69_09,others
Seq69_10,others
Seq69_11,others
Seq69_12,others
Seq69_13,others
Seq69_14,others
Seq69_15,others
Seq69_16,others
Seq69_17,others
Seq69_18,others
Seq69_19,others
Seq69_20,others
Seq70_01,repression
Seq70_02,repression
Seq70_03,repression
Seq70_04,repression
Seq70_05,repression
Seq70_06,repression
Seq70_07,repression
Seq70_08,repression
Seq70_09,repression
Seq70_10,repression
Seq70_11,repression
Seq70_12,repression
Seq70_13,repression
Seq70_14,repression
Seq70_15,repression
Seq70_16,repression
Seq70_17,repression
Seq70_18,repression
Seq70_19,repression
Seq70_20,repression
Seq71_01,happiness
Seq71_02,happiness
Seq71_03,happiness
Seq71_04,happiness
Seq71_05,happiness
Seq71_06,happiness
Seq71_07,happiness
Seq71_08,happiness
Seq71_09,happiness
Seq71_10,happiness
Seq71_11,happiness
Seq71_12,happiness
Seq71_13,happiness
Seq71_14,happiness
Seq71_15,happiness
Seq71_16,happiness
Seq71_17,happiness
Seq71_18,happiness
Seq71_19,happiness
Seq71_20,happiness
Seq72_01,others
Seq72_02,others
Seq72_03,others
Seq72_04,others
Seq72_05,others
Seq72_06,others
Seq72_07,others
Seq72_08,others
Seq72_09,others
Seq72_10,others
Seq72_11,others
Seq72_12,others
Seq72_13,others
Seq72_14,others
Seq72_15,others
Seq72_16,others
Seq72_17,others
Seq72_18,others
Seq72_19,others
Seq72_20,others
Seq73_01,others
Seq73_02,others
Seq73_03,others
Seq73_04,others
Seq73_05,others
Seq73_06,others
Seq73_07,others
Seq73_08,others
Seq73_09,others
Seq73_10,others
Seq73_11,others
Seq73_12,others
Seq73_13,others
Seq73_14,others
Seq73_15,others
Seq73_16,others
Seq73_17,others
Seq73_18,others
Seq73_19,others
Seq73_20,others
Seq74_01,happiness
Seq74_02,happiness
Seq74_03,happiness
Seq74_04,happiness
Seq74_05,happiness
Seq74_06,happiness
Seq74_07,happiness
Seq74_08,happiness
Seq74_09,happiness
Seq74_10,happiness
Seq74_11,happiness
Seq74_12,happiness
Seq74_13,happiness
Seq74_14,happiness
Seq74_15,happiness
Seq74_16,happiness
Seq74_17,happiness
Seq74_18,happiness
Seq74_19,happiness
Seq74_20,happiness
Seq75_01,repression
Seq75_02,repression
Seq75_03,repression
Seq75_04,repression
Seq75_05,repression
Seq75_06,repression
Seq75_07,repression
Seq75_08,repression
Seq75_09,repression
Seq75_10,repression
Seq75_11,repression
Seq75_12,repression
Seq75_13,repression
Seq75_14,repression
Seq75_15,repression
Seq75_16,repression
Seq75_17,repression
Seq75_18,repression
Seq75_19,repression
Seq75_20,repression
Seq77_01,repression
Seq77_02,repression
Seq77_03,repression
Seq77_04,repression
Seq77_05,repression
Seq77_06,repression
Seq77_07,repression
Seq77_08,repression
Seq77_09,repression
Seq77_10,repression
Seq77_11,repression
Seq77_12,repression
Seq77_13,repression
Seq77_14,repression
Seq77_15,repression
Seq77_16,repression
Seq77_17,repression
Seq77_18,repression
Seq77_19,repression
Seq77_20,repression
Seq78_01,repression
Seq78_02,repression
Seq78_03,repression
Seq78_04,repression
Seq78_05,repression
Seq78_06,repression
Seq78_07,repression
Seq78_08,repression
Seq78_09,repression
Seq78_10,repression
Seq78_11,repression
Seq78_12,repression
Seq78_13,repression
Seq78_14,repression
Seq78_15,repression
Seq78_16,repression
Seq78_17,repression
Seq78_18,repression
Seq78_19,repression
Seq78_20,repression
Seq79_01,happiness
Seq79_02,happiness
Seq79_03,happiness
Seq79_04,happiness
Seq79_05,happiness
Seq79_06,happiness
Seq79_07,happiness
Seq79_08,happiness
Seq79_09,happiness
Seq79_10,happiness
Seq79_11,happiness
Seq79_12,happiness
Seq79_13,happiness
Seq79_14,happiness
Seq79_15,happiness
Seq79_16,happiness
Seq79_17,happiness
Seq79_18,happiness
Seq79_19,happiness
Seq79_20,happiness
Seq82_01,happiness
Seq82_02,happiness
Seq82_03,happiness
Seq82_04,happiness
Seq82_05,happiness
Seq82_06,happiness
Seq82_07,happiness
Seq82_08,happiness
Seq82_09,happiness
Seq82_10,happiness
Seq82_11,happiness
Seq82_12,happiness
Seq82_13,happiness
Seq82_14,happiness
Seq82_15,happiness
Seq82_16,happiness
Seq82_17,happiness
Seq82_18,happiness
Seq82_19,happiness
Seq82_20,happiness
Seq83_01,repression
Seq83_02,repression
Seq83_03,repression
Seq83_04,repression
Seq83_05,repression
Seq83_06,repression
Seq83_07,repression
Seq83_08,repression
Seq83_09,repression
Seq83_10,repression
Seq83_11,repression
Seq83_12,repression
Seq83_13,repression
Seq83_14,repression
