Sequence,label
Seq18_12,Happiness
Seq18_13,Happiness
Seq18_14,Happiness
Seq18_15,Happiness
Seq18_16,Happiness
Seq18_17,Happiness
Seq18_18,Happiness
Seq18_19,Happiness
Seq18_20,Happiness
Seq19_01,Happiness
Seq19_02,Happiness
Seq19_03,Happiness
Seq19_04,Happiness
Seq19_06,Happiness
Seq19_08,Happiness
Seq19_10,Happiness
Seq19_11,Happiness
Seq19_12,Happiness
Seq19_13,Happiness
Seq19_15,Happiness
Seq19_16,Happiness
Seq19_17,Happiness
Seq19_19,Happiness
Seq19_20,Happiness
Seq20_01,Surprise
Seq20_02,Surprise
Seq20_03,Surprise
Seq20_04,Surprise
Seq20_06,Surprise
Seq20_07,Surprise
Seq20_08,Surprise
Seq20_09,Surprise
Seq20_10,Surprise
Seq20_11,Surprise
Seq20_12,Surprise
Seq20_13,Surprise
Seq20_14,Surprise
Seq20_15,Surprise
Seq20_16,Surprise
Seq20_17,Surprise
Seq20_20,Surprise
Seq21_01,Happiness
Seq21_02,Happiness
Seq21_03,Happiness
Seq21_04,Happiness
Seq21_05,Happiness
Seq21_06,Happiness
Seq21_11,Happiness
Seq21_13,Happiness
Seq21_14,Happiness
Seq21_15,Happiness
Seq21_16,Happiness
Seq21_17,Happiness
Seq21_19,Happiness
Seq21_20,Happiness
Seq22_01,Other
Seq22_02,Other
Seq22_03,Other
Seq22_04,Other
Seq22_05,Other
Seq22_06,Other
Seq22_08,Other
Seq22_09,Other
Seq22_10,Other
Seq22_11,Other
Seq22_12,Other
Seq22_15,Other
Seq22_16,Other
Seq22_17,Other
Seq22_18,Other
Seq22_19,Other
Seq22_20,Other
Seq23_01,Anger
Seq23_02,Anger
Seq23_03,Anger
Seq23_04,Anger
Seq23_05,Anger
Seq23_06,Anger
Seq23_08,Anger
Seq23_09,Anger
Seq23_11,Anger
Seq23_12,Anger
Seq23_14,Anger
Seq23_15,Anger
Seq23_16,Anger
Seq23_17,Anger
Seq23_18,Anger
Seq23_19,Anger
Seq23_20,Anger
Seq24_02,Anger
Seq24_03,Anger
Seq24_04,Anger
Seq24_05,Anger
Seq24_06,Anger
Seq24_07,Anger
Seq24_08,Anger
Seq24_09,Anger
Seq24_10,Anger
Seq24_11,Anger
Seq24_13,Anger
Seq24_15,Anger
Seq24_16,Anger
Seq24_17,Anger
Seq24_18,Anger
Seq24_20,Anger
Seq25_01,Surprise
Seq25_03,Surprise
Seq25_04,Surprise
Seq25_05,Surprise
Seq25_06,Surprise
Seq25_07,Surprise
Seq25_08,Surprise
Seq25_09,Surprise
Seq25_10,Surprise
Seq25_11,Surprise
Seq25_12,Surprise
Seq25_13,Surprise
Seq25_14,Surprise
Seq25_16,Surprise
Seq25_17,Surprise
Seq25_18,Surprise
Seq25_19,Surprise
Seq25_20,Surprise
Seq26_01,Anger
Seq26_02,Anger
Seq26_04,Anger
Seq26_05,Anger
Seq26_06,Anger
Seq26_07,Anger
Seq26_08,Anger
Seq26_09,Anger
Seq26_10,Anger
Seq26_11,Anger
Seq26_13,Anger
Seq26_14,Anger
Seq26_15,Anger
Seq26_16,Anger
Seq26_17,Anger
Seq26_18,Anger
Seq27_02,Anger
Seq27_03,Anger
Seq27_04,Anger
Seq27_05,Anger
Seq27_07,Anger
Seq27_08,Anger
Seq27_09,Anger
Seq27_10,Anger
Seq27_11,Anger
Seq27_12,Anger
Seq27_15,Anger
Seq27_18,Anger
Seq27_19,Anger
Seq27_20,Anger
Seq28_01,Anger
Seq28_02,Anger
Seq28_03,Anger
Seq28_04,Anger
Seq28_06,Anger
Seq28_07,Anger
Seq28_08,Anger
Seq28_09,Anger
Seq28_10,Anger
Seq28_11,Anger
Seq28_12,Anger
Seq28_13,Anger
Seq28_14,Anger
Seq28_15,Anger
Seq28_16,Anger
Seq28_18,Anger
Seq28_19,Anger
Seq28_20,Anger
Seq29_02,Anger
Seq29_03,Anger
Seq29_04,Anger
Seq29_07,Anger
Seq29_08,Anger
Seq29_09,Anger
Seq29_10,Anger
Seq29_11,Anger
Seq29_12,Anger
Seq29_13,Anger
Seq29_14,Anger
Seq29_15,Anger
Seq29_16,Anger
Seq29_17,Anger
Seq29_18,Anger
Seq29_19,Anger
Seq29_20,Anger
Seq30_01,Anger
Seq30_04,Anger
Seq30_05,Anger
Seq30_07,Anger
Seq30_08,Anger
Seq30_09,Anger
Seq30_10,Anger
Seq30_11,Anger
Seq30_12,Anger
Seq30_13,Anger
Seq30_14,Anger
Seq30_15,Anger
Seq30_16,Anger
Seq30_17,Anger
Seq30_18,Anger
Seq30_19,Anger
Seq30_20,Anger
Seq31_02,Other
Seq31_03,Other
Seq31_05,Other
Seq31_06,Other
Seq31_07,Other
Seq31_08,Other
Seq31_09,Other
Seq31_10,Other
Seq31_11,Other
Seq31_12,Other
Seq31_13,Other
Seq31_14,Other
Seq31_15,Other
Seq31_18,Other
Seq31_19,Other
Seq31_20,Other
Seq32_02,Other
Seq32_04,Other
Seq32_05,Other
Seq32_06,Other
Seq32_08,Other
Seq32_09,Other
Seq32_10,Other
Seq32_11,Other
Seq32_12,Other
Seq32_13,Other
Seq32_14,Other
Seq32_15,Other
Seq32_16,Other
Seq32_17,Other
Seq32_18,Other
Seq32_19,Other
Seq32_20,Other
Seq33_01,Other
Seq33_02,Other
Seq33_03,Other
Seq33_04,Other
Seq33_05,Other
Seq33_06,Other
Seq33_07,Other
Seq33_08,Other
Seq33_09,Other
Seq33_10,Other
Seq33_11,Other
Seq33_12,Other
Seq33_13,Other
Seq33_15,Other
Seq33_16,Other
Seq33_17,Other
Seq33_20,Other
Seq34_01,Happiness
Seq34_02,Happiness
Seq34_04,Happiness
Seq34_05,Happiness
Seq34_06,Happiness
Seq34_07,Happiness
Seq34_08,Happiness
Seq34_09,Happiness
Seq34_10,Happiness
Seq34_11,Happiness
Seq34_12,Happiness
Seq34_14,Happiness
Seq34_15,Happiness
Seq34_17,Happiness
Seq34_18,Happiness
Seq34_20,Happiness
Seq35_01,Anger
Seq35_02,Anger
Seq35_05,Anger
Seq35_06,Anger
Seq35_07,Anger
Seq35_09,Anger
Seq35_10,Anger
Seq35_11,Anger
Seq35_12,Anger
Seq35_13,Anger
Seq35_14,Anger
Seq35_15,Anger
Seq35_16,Anger
Seq35_17,Anger
Seq35_18,Anger
Seq35_19,Anger
Seq35_20,Anger
Seq36_01,Happiness
Seq36_03,Happiness
Seq36_05,Happiness
Seq36_06,Happiness
Seq36_07,Happiness
Seq36_08,Happiness
Seq36_09,Happiness
Seq36_11,Happiness
Seq36_12,Happiness
Seq36_13,Happiness
Seq36_14,Happiness
Seq36_15,Happiness
Seq36_16,Happiness
Seq36_18,Happiness
Seq36_19,Happiness
Seq36_20,Happiness
Seq37_01,Happiness
Seq37_02,Happiness
Seq37_03,Happiness
Seq37_04,Happiness
Seq37_05,Happiness
Seq37_06,Happiness
Seq37_07,Happiness
Seq37_08,Happiness
Seq37_09,Happiness
Seq37_10,Happiness
Seq37_12,Happiness
Seq37_13,Happiness
Seq37_15,Happiness
Seq37_16,Happiness
Seq37_17,Happiness
Seq37_18,Happiness
Seq37_19,Happiness
Seq38_01,Happiness
Seq38_03,Happiness
Seq38_04,Happiness
Seq38_05,Happiness
Seq38_06,Happiness
Seq38_08,Happiness
Seq38_09,Happiness
Seq38_10,Happiness
Seq38_11,Happiness
Seq38_12,Happiness
Seq38_13,Happiness
Seq38_14,Happiness
Seq38_15,Happiness
Seq38_16,Happiness
Seq38_17,Happiness
Seq38_18,Happiness
Seq38_19,Happiness
Seq38_20,Happiness
Seq39_01,Anger
Seq39_03,Anger
Seq39_07,Anger
Seq39_10,Anger
Seq39_11,Anger
Seq39_12,Anger
Seq39_14,Anger
Seq39_15,Anger
Seq39_16,Anger
Seq39_17,Anger
Seq39_18,Anger
Seq39_19,Anger
Seq39_20,Anger
Seq40_01,Anger
Seq40_02,Anger
Seq40_03,Anger
Seq40_04,Anger
Seq40_05,Anger
Seq40_06,Anger
Seq40_07,Anger
Seq40_08,Anger
Seq40_09,Anger
Seq40_10,Anger
Seq40_12,Anger
Seq40_14,Anger
Seq40_15,Anger
Seq40_16,Anger
Seq40_17,Anger
Seq40_18,Anger
Seq40_19,Anger
Seq40_20,Anger
Seq41_01,Anger
Seq41_03,Anger
Seq41_04,Anger
Seq41_06,Anger
Seq41_07,Anger
Seq41_08,Anger
Seq41_09,Anger
Seq41_10,Anger
Seq41_11,Anger
Seq41_12,Anger
Seq41_13,Anger
Seq41_14,Anger
Seq41_15,Anger
Seq41_16,Anger
Seq41_17,Anger
Seq41_18,Anger
Seq41_20,Anger
Seq42_01,Contempt
Seq42_03,Contempt
Seq42_04,Contempt
Seq42_05,Contempt
Seq42_07,Contempt
Seq42_09,Contempt
Seq42_10,Contempt
Seq42_11,Contempt
Seq42_12,Contempt
Seq42_13,Contempt
Seq42_14,Contempt
Seq42_16,Contempt
Seq42_20,Contempt
Seq43_01,Contempt
Seq43_02,Contempt
Seq43_04,Contempt
Seq43_05,Contempt
Seq43_06,Contempt
Seq43_07,Contempt
Seq43_08,Contempt
Seq43_09,Contempt
Seq43_10,Contempt
Seq43_11,Contempt
Seq43_12,Contempt
Seq43_13,Contempt
Seq43_14,Contempt
Seq43_15,Contempt
Seq43_16,Contempt
Seq43_17,Contempt
Seq43_18,Contempt
Seq43_19,Contempt
Seq43_20,Contempt
Seq44_01,Other
Seq44_03,Other
Seq44_04,Other
Seq44_05,Other
Seq44_06,Other
Seq44_07,Other
Seq44_08,Other
Seq44_09,Other
Seq44_10,Other
Seq44_11,Other
Seq44_12,Other
Seq44_13,Other
Seq44_15,Other
Seq44_16,Other
Seq44_17,Other
Seq44_18,Other
Seq44_19,Other
Seq44_20,Other
Seq45_01,Happiness
Seq45_02,Happiness
Seq45_03,Happiness
Seq45_05,Happiness
Seq45_06,Happiness
Seq45_07,Happiness
Seq45_08,Happiness
Seq45_10,Happiness
Seq45_11,Happiness
Seq45_12,Happiness
Seq45_13,Happiness
Seq45_15,Happiness
Seq45_17,Happiness
Seq45_18,Happiness
Seq45_19,Happiness
Seq45_20,Happiness
Seq46_01,Happiness
Seq46_03,Happiness
Seq46_05,Happiness
Seq46_06,Happiness
Seq46_07,Happiness
Seq46_08,Happiness
Seq46_09,Happiness
Seq46_10,Happiness
Seq46_11,Happiness
Seq46_12,Happiness
Seq46_13,Happiness
Seq46_14,Happiness
Seq46_16,Happiness
Seq46_19,Happiness
Seq46_20,Happiness
Seq47_01,Happiness
Seq47_02,Happiness
Seq47_03,Happiness
Seq47_04,Happiness
Seq47_05,Happiness
Seq47_06,Happiness
Seq47_10,Happiness
Seq47_11,Happiness
Seq47_12,Happiness
Seq47_13,Happiness
Seq47_14,Happiness
Seq47_15,Happiness
Seq47_17,Happiness
Seq47_18,Happiness
Seq47_19,Happiness
Seq48_01,Other
Seq48_02,Other
Seq48_04,Other
Seq48_05,Other
Seq48_08,Other
Seq48_09,Other
Seq48_10,Other
Seq48_11,Other
Seq48_14,Other
Seq48_15,Other
Seq48_16,Other
Seq48_17,Other
Seq48_19,Other
Seq48_20,Other
Seq49_02,Contempt
Seq49_03,Contempt
Seq49_04,Contempt
Seq49_05,Contempt
Seq49_06,Contempt
Seq49_07,Contempt
Seq49_08,Contempt
Seq49_10,Contempt
Seq49_11,Contempt
Seq49_12,Contempt
Seq49_13,Contempt
Seq49_14,Contempt
Seq49_15,Contempt
Seq49_16,Contempt
Seq49_17,Contempt
Seq49_18,Contempt
Seq49_19,Contempt
Seq49_20,Contempt
Seq50_01,Other
Seq50_03,Other
Seq50_04,Other
Seq50_05,Other
Seq50_06,Other
Seq50_07,Other
Seq50_08,Other
Seq50_09,Other
Seq50_10,Other
Seq50_11,Other
Seq50_12,Other
Seq50_13,Other
Seq50_17,Other
Seq50_18,Other
Seq50_19,Other
Seq50_20,Other
Seq51_01,Other
Seq51_02,Other
Seq51_03,Other
Seq51_04,Other
Seq51_05,Other
Seq51_06,Other
Seq51_07,Other
Seq51_08,Other
Seq51_10,Other
Seq51_11,Other
Seq51_12,Other
Seq51_13,Other
Seq51_14,Other
Seq51_16,Other
Seq51_17,Other
Seq51_18,Other
Seq51_19,Other
Seq51_20,Other
Seq52_01,Surprise
Seq52_02,Surprise
Seq52_04,Surprise
Seq52_06,Surprise
Seq52_07,Surprise
Seq52_08,Surprise
Seq52_09,Surprise
Seq52_10,Surprise
Seq52_12,Surprise
Seq52_14,Surprise
Seq52_15,Surprise
Seq52_16,Surprise
Seq52_17,Surprise
Seq52_18,Surprise
Seq52_19,Surprise
Seq53_01,Anger
Seq53_02,Anger
Seq53_03,Anger
Seq53_04,Anger
Seq53_05,Anger
Seq53_07,Anger
Seq53_09,Anger
Seq53_10,Anger
Seq53_11,Anger
Seq53_12,Anger
Seq53_13,Anger
Seq53_14,Anger
Seq53_15,Anger
Seq53_16,Anger
Seq53_17,Anger
Seq53_18,Anger
Seq53_19,Anger
Seq53_20,Anger
Seq54_01,Anger
Seq54_02,Anger
Seq54_04,Anger
Seq54_05,Anger
Seq54_06,Anger
Seq54_07,Anger
Seq54_08,Anger
Seq54_09,Anger
Seq54_10,Anger
Seq54_11,Anger
Seq54_13,Anger
Seq54_14,Anger
Seq54_15,Anger
Seq54_16,Anger
Seq54_17,Anger
Seq54_18,Anger
Seq54_19,Anger
Seq54_20,Anger
Seq55_01,Anger
Seq55_02,Anger
Seq55_03,Anger
Seq55_04,Anger
Seq55_07,Anger
Seq55_09,Anger
Seq55_10,Anger
Seq55_11,Anger
Seq55_13,Anger
Seq55_14,Anger
Seq55_15,Anger
Seq55_16,Anger
Seq55_19,Anger
Seq56_01,Anger
Seq56_02,Anger
Seq56_03,Anger
Seq56_04,Anger
Seq56_05,Anger
Seq56_06,Anger
Seq56_07,Anger
Seq56_08,Anger
Seq56_09,Anger
Seq56_11,Anger
Seq56_12,Anger
Seq56_13,Anger
Seq56_14,Anger
Seq56_17,Anger
Seq56_18,Anger
Seq56_19,Anger
Seq56_20,Anger
Seq57_01,Anger
Seq57_02,Anger
Seq57_04,Anger
Seq57_05,Anger
Seq57_06,Anger
Seq57_07,Anger
Seq57_08,Anger
Seq57_09,Anger
Seq57_11,Anger
Seq57_12,Anger
Seq57_13,Anger
Seq57_15,Anger
Seq57_16,Anger
Seq57_17,Anger
Seq57_18,Anger
Seq57_19,Anger
Seq57_20,Anger
Seq58_02,Anger
Seq58_03,Anger
Seq58_04,Anger
Seq58_06,Anger
Seq58_07,Anger
Seq58_09,Anger
Seq58_10,Anger
Seq58_11,Anger
Seq58_12,Anger
Seq58_13,Anger
Seq58_14,Anger
Seq58_15,Anger
Seq58_16,Anger
Seq58_17,Anger
Seq58_19,Anger
Seq58_20,Anger
Seq59_02,Anger
Seq59_03,Anger
Seq59_04,Anger
Seq59_06,Anger
Seq59_07,Anger
Seq59_08,Anger
Seq59_11,Anger
Seq59_12,Anger
Seq59_14,Anger
Seq59_16,Anger
Seq59_17,Anger
Seq59_19,Anger
Seq60_01,Other
Seq60_03,Other
Seq60_04,Other
Seq60_05,Other
Seq60_06,Other
Seq60_07,Other
Seq60_08,Other
Seq60_09,Other
Seq60_10,Other
Seq60_11,Other
Seq60_16,Other
Seq60_18,Other
Seq60_19,Other
Seq61_01,Surprise
Seq61_02,Surprise
Seq61_04,Surprise
Seq61_05,Surprise
Seq61_06,Surprise
Seq61_07,Surprise
Seq61_08,Surprise
Seq61_09,Surprise
Seq61_10,Surprise
Seq61_11,Surprise
Seq61_12,Surprise
Seq61_13,Surprise
Seq61_15,Surprise
Seq61_17,Surprise
Seq61_18,Surprise
Seq61_20,Surprise
Seq62_01,Happiness
Seq62_02,Happiness
Seq62_03,Happiness
Seq62_04,Happiness
Seq62_05,Happiness
Seq62_07,Happiness
Seq62_09,Happiness
Seq62_10,Happiness
Seq62_12,Happiness
Seq62_13,Happiness
Seq62_14,Happiness
Seq62_15,Happiness
Seq62_16,Happiness
Seq62_17,Happiness
Seq62_19,Happiness
Seq62_20,Happiness
Seq63_01,Happiness
Seq63_02,Happiness
Seq63_03,Happiness
Seq63_04,Happiness
Seq63_05,Happiness
Seq63_09,Happiness
Seq63_10,Happiness
Seq63_12,Happiness
Seq63_13,Happiness
Seq63_14,Happiness
Seq63_19,Happiness
Seq63_20,Happiness
Seq64_01,Happiness
Seq64_02,Happiness
Seq64_04,Happiness
Seq64_05,Happiness
Seq64_06,Happiness
Seq64_07,Happiness
Seq64_08,Happiness
Seq64_09,Happiness
Seq64_10,Happiness
Seq64_11,Happiness
Seq64_12,Happiness
Seq64_13,Happiness
Seq64_14,Happiness
Seq64_15,Happiness
Seq64_16,Happiness
Seq64_18,Happiness
Seq64_19,Happiness
Seq65_01,Contempt
Seq65_02,Contempt
Seq65_04,Contempt
Seq65_05,Contempt
Seq65_07,Contempt
Seq65_08,Contempt
Seq65_09,Contempt
Seq65_10,Contempt
Seq65_11,Contempt
Seq65_12,Contempt
Seq65_13,Contempt
Seq65_14,Contempt
Seq65_16,Contempt
Seq65_17,Contempt
Seq66_01,Happiness
Seq66_02,Happiness
Seq66_04,Happiness
Seq66_05,Happiness
Seq66_06,Happiness
Seq66_07,Happiness
Seq66_08,Happiness
Seq66_09,Happiness
Seq66_10,Happiness
Seq66_11,Happiness
Seq66_12,Happiness
Seq66_13,Happiness
Seq66_14,Happiness
Seq66_15,Happiness
Seq66_16,Happiness
Seq66_17,Happiness
Seq66_19,Happiness
Seq66_20,Happiness
Seq67_01,Happiness
Seq67_02,Happiness
Seq67_03,Happiness
Seq67_04,Happiness
Seq67_05,Happiness
Seq67_06,Happiness
Seq67_07,Happiness
Seq67_08,Happiness
Seq67_09,Happiness
Seq67_10,Happiness
Seq67_11,Happiness
Seq67_12,Happiness
Seq67_13,Happiness
Seq67_14,Happiness
Seq67_15,Happiness
Seq67_17,Happiness
Seq67_18,Happiness
Seq67_20,Happiness
Seq68_01,Happiness
Seq68_02,Happiness
Seq68_03,Happiness
Seq68_04,Happiness
Seq68_05,Happiness
Seq68_06,Happiness
Seq68_08,Happiness
Seq68_09,Happiness
Seq68_10,Happiness
Seq68_11,Happiness
Seq68_12,Happiness
Seq68_13,Happiness
Seq68_16,Happiness
Seq68_17,Happiness
Seq68_18,Happiness
Seq68_19,Happiness
Seq68_20,Happiness
Seq69_01,Happiness
Seq69_02,Happiness
Seq69_03,Happiness
Seq69_04,Happiness
Seq69_05,Happiness
Seq69_06,Happiness
Seq69_07,Happiness
Seq69_08,Happiness
Seq69_09,Happiness
Seq69_10,Happiness
Seq69_12,Happiness
Seq69_15,Happiness
Seq69_16,Happiness
Seq69_17,Happiness
Seq69_18,Happiness
Seq69_19,Happiness
Seq69_20,Happiness
Seq70_01,Other
Seq70_03,Other
Seq70_04,Other
Seq70_05,Other
Seq70_07,Other
Seq70_08,Other
Seq70_09,Other
Seq70_10,Other
Seq70_11,Other
Seq70_12,Other
Seq70_14,Other
Seq70_15,Other
Seq70_17,Other
Seq70_18,Other
Seq70_19,Other
Seq70_20,Other
Seq71_01,Contempt
Seq71_02,Contempt
Seq71_03,Contempt
Seq71_04,Contempt
Seq71_05,Contempt
Seq71_06,Contempt
Seq71_07,Contempt
Seq71_08,Contempt
Seq71_09,Contempt
Seq71_10,Contempt
Seq71_12,Contempt
Seq71_14,Contempt
Seq71_15,Contempt
Seq71_16,Contempt
Seq71_17,Contempt
Seq71_18,Contempt
Seq71_20,Contempt
Seq72_02,Surprise
Seq72_03,Surprise
Seq72_04,Surprise
Seq72_06,Surprise
Seq72_07,Surprise
Seq72_08,Surprise
Seq72_09,Surprise
Seq72_10,Surprise
Seq72_11,Surprise
Seq72_12,Surprise
Seq72_13,Surprise
Seq72_14,Surprise
Seq72_16,Surprise
Seq72_17,Surprise
Seq72_18,Surprise
Seq72_19,Surprise
Seq73_01,Anger
Seq73_02,Anger
Seq73_03,Anger
Seq73_04,Anger
Seq73_05,Anger
Seq73_07,Anger
Seq73_08,Anger
Seq73_09,Anger
Seq73_10,Anger
Seq73_11,Anger
Seq73_12,Anger
Seq73_13,Anger
Seq73_14,Anger
Seq73_15,Anger
Seq73_16,Anger
Seq73_17,Anger
Seq73_18,Anger
Seq73_19,Anger
Seq73_20,Anger
Seq74_02,Surprise
Seq74_03,Surprise
Seq74_04,Surprise
Seq74_05,Surprise
Seq74_06,Surprise
Seq74_07,Surprise
Seq74_08,Surprise
Seq74_10,Surprise
Seq74_11,Surprise
Seq74_12,Surprise
Seq74_13,Surprise
Seq74_14,Surprise
Seq74_15,Surprise
Seq74_17,Surprise
Seq74_18,Surprise
Seq74_19,Surprise
Seq74_20,Surprise
Seq75_01,Anger
Seq75_02,Anger
Seq75_03,Anger
Seq75_05,Anger
Seq75_09,Anger
Seq75_10,Anger
Seq75_12,Anger
Seq75_13,Anger
Seq75_14,Anger
Seq75_15,Anger
Seq75_16,Anger
Seq75_17,Anger
Seq75_18,Anger
Seq75_19,Anger
Seq75_20,Anger
Seq76_01,Surprise
Seq76_02,Surprise
Seq76_03,Surprise
Seq76_04,Surprise
Seq76_05,Surprise
Seq76_06,Surprise
Seq76_07,Surprise
Seq76_08,Surprise
Seq76_09,Surprise
Seq76_10,Surprise
Seq76_11,Surprise
Seq76_12,Surprise
Seq76_13,Surprise
Seq76_14,Surprise
Seq76_15,Surprise
Seq76_17,Surprise
Seq76_19,Surprise
Seq77_01,Happiness
Seq77_02,Happiness
Seq77_03,Happiness
Seq77_04,Happiness
Seq77_05,Happiness
Seq77_06,Happiness
Seq77_07,Happiness
Seq77_08,Happiness
Seq77_09,Happiness
Seq77_11,Happiness
Seq77_14,Happiness
Seq77_15,Happiness
Seq77_16,Happiness
