Sequence,label
Seq29_20,disgust
Seq30_01,disgust
Seq30_02,disgust
Seq30_03,disgust
Seq30_04,disgust
Seq30_06,disgust
Seq30_07,disgust
Seq30_08,disgust
Seq30_09,disgust
Seq30_10,disgust
Seq30_11,disgust
Seq30_12,disgust
Seq30_13,disgust
Seq30_14,disgust
Seq30_15,disgust
Seq30_16,disgust
Seq30_17,disgust
Seq30_18,disgust
Seq30_19,disgust
Seq31_03,disgust
Seq31_04,disgust
Seq31_06,disgust
Seq31_08,disgust
Seq31_09,disgust
Seq31_11,disgust
Seq31_13,disgust
Seq31_14,disgust
Seq31_15,disgust
Seq31_16,disgust
Seq31_17,disgust
Seq31_18,disgust
Seq31_19,disgust
Seq31_20,disgust
Seq32_02,others
Seq32_03,others
Seq32_05,others
Seq32_07,others
Seq32_09,others
Seq32_10,others
Seq32_11,others
Seq32_12,others
Seq32_13,others
Seq32_14,others
Seq32_15,others
Seq32_17,others
Seq32_19,others
Seq33_01,disgust
Seq33_02,disgust
Seq33_03,disgust
Seq33_04,disgust
Seq33_05,disgust
Seq33_06,disgust
Seq33_07,disgust
Seq33_08,disgust
Seq33_10,disgust
Seq33_13,disgust
Seq33_14,disgust
Seq33_15,disgust
Seq33_16,disgust
Seq33_17,disgust
Seq33_18,disgust
Seq33_20,disgust
Seq34_02,others
Seq34_03,others
Seq34_04,others
Seq34_05,others
Seq34_06,others
Seq34_08,others
Seq34_09,others
Seq34_10,others
Seq34_11,others
Seq34_12,others
Seq34_13,others
Seq34_14,others
Seq34_15,others
Seq34_16,others
Seq34_18,others
Seq34_19,others
Seq34_20,others
Seq35_01,surprise
Seq35_02,surprise
Seq35_03,surprise
Seq35_05,surprise
Seq35_06,surprise
Seq35_07,surprise
Seq35_08,surprise
Seq35_09,surprise
Seq35_11,surprise
Seq35_12,surprise
Seq35_13,surprise
Seq35_15,surprise
Seq35_16,surprise
Seq35_17,surprise
Seq35_18,surprise
Seq35_20,surprise
Seq36_01,happiness
Seq36_02,happiness
Seq36_04,happiness
Seq36_06,happiness
Seq36_07,happiness
Seq36_08,happiness
Seq36_09,happiness
Seq36_10,happiness
Seq36_11,happiness
Seq36_12,happiness
Seq36_13,happiness
Seq36_14,happiness
Seq36_15,happiness
Seq36_18,happiness
Seq36_19,happiness
Seq37_01,surprise
Seq37_02,surprise
Seq37_03,surprise
Seq37_04,surprise
Seq37_05,surprise
Seq37_06,surprise
Seq37_08,surprise
Seq37_09,surprise
Seq37_10,surprise
Seq37_12,surprise
Seq37_13,surprise
Seq37_14,surprise
Seq37_15,surprise
Seq37_16,surprise
Seq37_17,surprise
Seq37_18,surprise
Seq37_20,surprise
Seq38_01,others
Seq38_03,others
Seq38_04,others
Seq38_05,others
Seq38_06,others
Seq38_07,others
Seq38_08,others
Seq38_09,others
Seq38_10,others
Seq38_11,others
Seq38_12,others
Seq38_14,others
Seq38_15,others
Seq38_16,others
Seq38_17,others
Seq38_18,others
Seq38_20,others
Seq39_03,surprise
Seq39_04,surprise
Seq39_06,surprise
Seq39_07,surprise
Seq39_08,surprise
Seq39_09,surprise
Seq39_10,surprise
Seq39_11,surprise
Seq39_12,surprise
Seq39_13,surprise
Seq39_14,surprise
Seq39_15,surprise
Seq39_16,surprise
Seq39_17,surprise
Seq39_18,surprise
Seq39_20,surprise
Seq40_02,surprise
Seq40_03,surprise
Seq40_04,surprise
Seq40_05,surprise
Seq40_07,surprise
Seq40_08,surprise
Seq40_09,surprise
Seq40_10,surprise
Seq40_12,surprise
Seq40_13,surprise
Seq40_14,surprise
Seq40_15,surprise
Seq40_16,surprise
Seq40_17,surprise
Seq40_18,surprise
Seq40_19,surprise
Seq40_20,surprise
Seq41_01,others
Seq41_02,others
Seq41_04,others
Seq41_05,others
Seq41_06,others
Seq41_07,others
Seq41_09,others
Seq41_10,others
Seq41_11,others
Seq41_13,others
Seq41_14,others
Seq41_15,others
Seq41_17,others
Seq41_18,others
Seq41_19,others
Seq42_01,others
Seq42_02,others
Seq42_04,others
Seq42_05,others
Seq42_06,others
Seq42_07,others
Seq42_08,others
Seq42_09,others
Seq42_10,others
Seq42_12,others
Seq42_13,others
Seq42_14,others
Seq42_15,others
Seq42_16,others
Seq42_17,others
Seq42_18,others
Seq42_19,others
Seq42_20,others
Seq43_01,others
Seq43_02,others
Seq43_03,others
Seq43_04,others
Seq43_05,others
Seq43_06,others
Seq43_07,others
Seq43_08,others
Seq43_10,others
Seq43_13,others
Seq43_14,others
Seq43_16,others
Seq43_17,others
Seq43_19,others
Seq43_20,others
Seq44_01,others
Seq44_02,others
Seq44_03,others
Seq44_04,others
Seq44_05,others
Seq44_07,others
Seq44_08,others
Seq44_09,others
Seq44_11,others
Seq44_12,others
Seq44_13,others
Seq44_14,others
Seq44_15,others
Seq44_16,others
Seq44_17,others
Seq44_18,others
Seq44_20,others
Seq45_01,others
Seq45_02,others
Seq45_03,others
Seq45_04,others
Seq45_05,others
Seq45_07,others
Seq45_08,others
Seq45_09,others
Seq45_10,others
Seq45_11,others
Seq45_14,others
Seq45_15,others
Seq45_17,others
Seq45_18,others
Seq45_19,others
Seq45_20,others
Seq46_01,disgust
Seq46_02,disgust
Seq46_03,disgust
Seq46_04,disgust
Seq46_05,disgust
Seq46_06,disgust
Seq46_07,disgust
Seq46_09,disgust
Seq46_10,disgust
Seq46_11,disgust
Seq46_14,disgust
Seq46_15,disgust
Seq46_16,disgust
Seq46_17,disgust
Seq46_18,disgust
Seq46_19,disgust
Seq46_20,disgust
Seq47_01,surprise
Seq47_02,surprise
Seq47_03,surprise
Seq47_04,surprise
Seq47_05,surprise
Seq47_06,surprise
Seq47_08,surprise
Seq47_09,surprise
Seq47_10,surprise
Seq47_11,surprise
Seq47_13,surprise
Seq47_14,surprise
Seq47_15,surprise
Seq47_16,surprise
Seq47_17,surprise
Seq47_19,surprise
Seq48_01,others
Seq48_02,others
Seq48_03,others
Seq48_04,others
Seq48_05,others
Seq48_06,others
Seq48_07,others
Seq48_08,others
Seq48_09,others
Seq48_10,others
Seq48_11,others
Seq48_12,others
Seq48_13,others
Seq48_14,others
Seq48_15,others
Seq48_16,others
Seq48_18,others
Seq48_19,others
Seq48_20,others
Seq49_01,others
Seq49_03,others
Seq49_04,others
Seq49_05,others
Seq49_06,others
Seq49_07,others
Seq49_09,others
Seq49_12,others
Seq49_14,others
Seq49_15,others
Seq49_16,others
Seq49_17,others
Seq49_18,others
Seq49_19,others
Seq50_01,others
Seq50_02,others
Seq50_03,others
Seq50_04,others
Seq50_07,others
Seq50_08,others
Seq50_09,others
Seq50_10,others
Seq50_12,others
Seq50_13,others
Seq50_14,others
Seq50_15,others
Seq50_16,others
Seq50_17,others
Seq50_18,others
Seq50_19,others
Seq51_01,others
Seq51_03,others
Seq51_04,others
Seq51_06,others
Seq51_07,others
Seq51_08,others
Seq51_09,others
Seq51_10,others
Seq51_11,others
Seq51_12,others
Seq51_13,others
Seq51_14,others
Seq51_15,others
Seq51_16,others
Seq51_19,others
Seq51_20,others
Seq52_02,others
Seq52_03,others
Seq52_04,others
Seq52_05,others
Seq52_06,others
Seq52_08,others
Seq52_09,others
Seq52_11,others
Seq52_14,others
Seq52_19,others
Seq53_01,others
Seq53_02,others
Seq53_03,others
Seq53_04,others
Seq53_05,others
Seq53_06,others
Seq53_08,others
Seq53_09,others
Seq53_10,others
Seq53_11,others
Seq53_13,others
Seq53_14,others
Seq53_15,others
Seq53_16,others
Seq53_18,others
Seq53_19,others
Seq54_01,happiness
Seq54_02,happiness
Seq54_03,happiness
Seq54_05,happiness
Seq54_06,happiness
Seq54_07,happiness
Seq54_08,happiness
Seq54_09,happiness
Seq54_10,happiness
Seq54_11,happiness
Seq54_12,happiness
Seq54_14,happiness
Seq54_15,happiness
Seq54_16,happiness
Seq54_17,happiness
Seq54_18,happiness
Seq54_19,happiness
Seq54_20,happiness
Seq55_01,surprise
Seq55_02,surprise
Seq55_03,surprise
Seq55_04,surprise
Seq55_05,surprise
Seq55_06,surprise
Seq55_07,surprise
Seq55_08,surprise
Seq55_09,surprise
Seq55_12,surprise
Seq55_13,surprise
Seq55_14,surprise
Seq55_15,surprise
Seq55_16,surprise
Seq55_17,surprise
Seq55_18,surprise
Seq55_19,surprise
Seq55_20,surprise
Seq56_01,others
Seq56_02,others
Seq56_03,others
Seq56_05,others
Seq56_07,others
Seq56_09,others
Seq56_10,others
Seq56_12,others
Seq56_13,others
Seq56_14,others
Seq56_15,others
Seq56_16,others
Seq56_17,others
Seq56_18,others
Seq56_19,others
Seq56_20,others
Seq57_01,surprise
Seq57_02,surprise
Seq57_04,surprise
Seq57_05,surprise
Seq57_06,surprise
Seq57_08,surprise
Seq57_10,surprise
Seq57_11,surprise
Seq57_12,surprise
Seq57_14,surprise
Seq57_15,surprise
Seq57_16,surprise
Seq57_17,surprise
Seq57_18,surprise
Seq57_19,surprise
Seq57_20,surprise
Seq58_01,disgust
Seq58_02,disgust
Seq58_03,disgust
Seq58_04,disgust
Seq58_05,disgust
Seq58_06,disgust
Seq58_07,disgust
Seq58_08,disgust
Seq58_09,disgust
Seq58_10,disgust
Seq58_11,disgust
Seq58_12,disgust
Seq58_13,disgust
Seq58_14,disgust
Seq58_15,disgust
Seq58_16,disgust
Seq58_17,disgust
Seq58_19,disgust
Seq58_20,disgust
Seq59_01,disgust
Seq59_02,disgust
Seq59_03,disgust
Seq59_04,disgust
Seq59_06,disgust
Seq59_07,disgust
Seq59_08,disgust
Seq59_09,disgust
Seq59_10,disgust
Seq59_11,disgust
Seq59_12,disgust
Seq59_13,disgust
Seq59_15,disgust
Seq59_16,disgust
Seq59_18,disgust
Seq59_19,disgust
Seq60_01,others
Seq60_03,others
Seq60_04,others
Seq60_05,others
Seq60_06,others
Seq60_07,others
Seq60_08,others
Seq60_10,others
Seq60_11,others
Seq60_13,others
Seq60_14,others
Seq60_16,others
Seq60_17,others
Seq60_18,others
Seq60_19,others
Seq60_20,others
Seq61_01,others
Seq61_02,others
Seq61_03,others
Seq61_04,others
Seq61_05,others
Seq61_06,others
Seq61_07,others
Seq61_08,others
Seq61_09,others
Seq61_10,others
Seq61_11,others
Seq61_12,others
Seq61_14,others
Seq61_16,others
Seq61_17,others
Seq61_18,others
Seq61_19,others
Seq62_01,disgust
Seq62_02,disgust
Seq62_03,disgust
Seq62_04,disgust
Seq62_05,disgust
Seq62_09,disgust
Seq62_11,disgust
Seq62_12,disgust
Seq62_13,disgust
Seq62_14,disgust
Seq62_15,disgust
Seq62_16,disgust
Seq62_17,disgust
Seq62_18,disgust
Seq62_20,disgust
Seq63_01,disgust
Seq63_02,disgust
Seq63_03,disgust
Seq63_04,disgust
Seq63_05,disgust
Seq63_06,disgust
Seq63_07,disgust
Seq63_08,disgust
Seq63_09,disgust
Seq63_10,disgust
Seq63_11,disgust
Seq63_12,disgust
Seq63_14,disgust
Seq63_15,disgust
Seq63_16,disgust
Seq63_17,disgust
Seq63_19,disgust
Seq63_20,disgust
Seq64_01,disgust
Seq64_02,disgust
Seq64_03,disgust
Seq64_04,disgust
Seq64_05,disgust
Seq64_07,disgust
Seq64_09,disgust
Seq64_10,disgust
Seq64_11,disgust
Seq64_14,disgust
Seq64_15,disgust
Seq64_16,disgust
Seq64_17,disgust
Seq64_18,disgust
Seq64_19,disgust
Seq64_20,disgust
Seq65_01,disgust
Seq65_02,disgust
Seq65_03,disgust
Seq65_04,disgust
Seq65_06,disgust
Seq65_07,disgust
Seq65_08,disgust
Seq65_09,disgust
Seq65_10,disgust
Seq65_11,disgust
Seq65_12,disgust
Seq65_14,disgust
Seq65_17,disgust
Seq65_18,disgust
Seq65_19,disgust
Seq65_20,disgust
Seq66_01,others
Seq66_02,others
Seq66_03,others
Seq66_05,others
Seq66_07,others
Seq66_08,others
Seq66_09,others
Seq66_11,others
Seq66_12,others
Seq66_14,others
Seq66_15,others
Seq66_16,others
Seq66_19,others
Seq66_20,others
Seq67_03,others
Seq67_04,others
Seq67_06,others
Seq67_07,others
Seq67_08,others
Seq67_09,others
Seq67_10,others
Seq67_11,others
Seq67_13,others
Seq67_15,others
Seq67_17,others
Seq67_18,others
Seq67_19,others
Seq67_20,others
Seq68_03,others
Seq68_04,others
Seq68_05,others
Seq68_06,others
Seq68_07,others
Seq68_08,others
Seq68_09,others
Seq68_10,others
Seq68_12,others
Seq68_13,others
Seq68_14,others
Seq68_15,others
Seq68_16,others
Seq68_18,others
Seq68_19,others
Seq68_20,others
Seq69_01,others
Seq69_02,others
Seq69_03,others
Seq69_04,others
Seq69_05,others
Seq69_06,others
Seq69_07,others
Seq69_08,others
Seq69_09,others
Seq69_12,others
Seq69_13,others
Seq69_14,others
Seq69_15,others
Seq69_16,others
Seq69_17,others
Seq69_18,others
Seq69_20,others
Seq70_01,repression
Seq70_03,repression
Seq70_04,repression
Seq70_05,repression
Seq70_06,repression
Seq70_07,repression
Seq70_08,repression
Seq70_09,repression
Seq70_10,repression
Seq70_11,repression
Seq70_12,repression
Seq70_13,repression
Seq70_14,repression
Seq70_15,repression
Seq70_16,repression
Seq70_18,repression
Seq70_20,repression
Seq71_01,happiness
Seq71_02,happiness
Seq71_03,happiness
Seq71_04,happiness
Seq71_05,happiness
Seq71_07,happiness
Seq71_08,happiness
Seq71_10,happiness
Seq71_11,happiness
Seq71_12,happiness
Seq71_14,happiness
Seq71_16,happiness
Seq71_17,happiness
Seq71_18,happiness
Seq72_01,others
Seq72_02,others
Seq72_03,others
Seq72_05,others
Seq72_06,others
Seq72_07,others
Seq72_13,others
Seq72_14,others
Seq72_15,others
Seq72_18,others
Seq72_19,others
Seq72_20,others
Seq73_01,others
Seq73_02,others
Seq73_03,others
Seq73_06,others
Seq73_07,others
Seq73_08,others
Seq73_09,others
Seq73_11,others
Seq73_12,others
Seq73_13,others
Seq73_14,others
Seq73_15,others
Seq73_17,others
Seq73_19,others
Seq73_20,others
Seq74_01,happiness
Seq74_02,happiness
Seq74_03,happiness
Seq74_04,happiness
Seq74_05,happiness
Seq74_06,happiness
Seq74_07,happiness
Seq74_10,happiness
Seq74_11,happiness
Seq74_13,happiness
Seq74_14,happiness
Seq74_15,happiness
Seq74_16,happiness
Seq74_17,happiness
Seq74_19,happiness
Seq74_20,happiness
Seq75_01,repression
Seq75_03,repression
Seq75_04,repression
Seq75_07,repression
Seq75_08,repression
Seq75_09,repression
Seq75_10,repression
Seq75_11,repression
Seq75_12,repression
Seq75_13,repression
Seq75_14,repression
Seq75_15,repression
Seq75_16,repression
Seq75_19,repression
Seq75_20,repression
Seq76_01,happiness
Seq76_02,happiness
Seq76_03,happiness
Seq76_04,happiness
Seq76_05,happiness
Seq76_06,happiness
Seq76_08,happiness
Seq76_09,happiness
Seq76_11,happiness
Seq76_12,happiness
Seq76_13,happiness
Seq76_15,happiness
Seq76_16,happiness
Seq76_17,happiness
Seq76_18,happiness
Seq76_19,happiness
Seq76_20,happiness
Seq77_01,repression
Seq77_02,repression
Seq77_03,repression
Seq77_04,repression
Seq77_05,repression
Seq77_06,repression
Seq77_07,repression
Seq77_08,repression
Seq77_10,repression
Seq77_11,repression
Seq77_12,repression
Seq77_14,repression
Seq77_15,repression
Seq77_16,repression
Seq77_17,repression
Seq77_19,repression
Seq78_02,repression
Seq78_03,repression
Seq78_04,repression
Seq78_05,repression
Seq78_06,repression
Seq78_07,repression
Seq78_08,repression
Seq78_09,repression
Seq78_10,repression
Seq78_11,repression
Seq78_12,repression
Seq78_13,repression
Seq78_14,repression
Seq78_15,repression
Seq78_16,repression
Seq78_17,repression
Seq78_19,repression
Seq78_20,repression
Seq79_03,happiness
Seq79_04,happiness
Seq79_05,happiness
Seq79_08,happiness
Seq79_09,happiness
Seq79_10,happiness
Seq79_11,happiness
Seq79_12,happiness
Seq79_13,happiness
Seq79_14,happiness
Seq79_17,happiness
Seq79_18,happiness
Seq79_19,happiness
Seq79_20,happiness
Seq80_01,repression
Seq80_02,repression
Seq80_03,repression
Seq80_05,repression
Seq80_06,repression
Seq80_07,repression
Seq80_09,repression
Seq80_10,repression
Seq80_11,repression
Seq80_12,repression
Seq80_13,repression
Seq80_15,repression
Seq80_16,repression
Seq80_19,repression
Seq80_20,repression
Seq81_01,others
Seq81_02,others
Seq81_03,others
Seq81_05,others
Seq81_06,others
Seq81_07,others
Seq81_09,others
Seq81_10,others
Seq81_11,others
Seq81_13,others
Seq81_14,others
Seq81_17,others
Seq81_18,others
Seq81_19,others
Seq81_20,others
Seq82_02,happiness
Seq82_03,happiness
Seq82_04,happiness
Seq82_06,happiness
Seq82_07,happiness
Seq82_09,happiness
Seq82_10,happiness
Seq82_11,happiness
Seq82_12,happiness
Seq82_13,happiness
Seq82_14,happiness
Seq82_15,happiness
Seq82_16,happiness
Seq82_17,happiness
Seq82_18,happiness
Seq82_19,happiness
Seq82_20,happiness
Seq83_01,repression
Seq83_02,repression
Seq83_03,repression
Seq83_04,repression
Seq83_05,repression
Seq83_06,repression
Seq83_07,repression
Seq83_08,repression
Seq83_09,repression
Seq83_10,repression
Seq83_11,repression
Seq83_12,repression
Seq83_13,repression
Seq83_14,repression
Seq83_15,repression
Seq83_16,repression
Seq83_17,repression
Seq83_18,repression
Seq83_19,repression
Seq83_20,repression
Seq84_02,others
Seq84_03,others
Seq84_04,others
Seq84_06,others
Seq84_07,others
Seq84_08,others
Seq84_09,others
Seq84_10,others
Seq84_11,others
Seq84_12,others
Seq84_13,others
Seq84_16,others
Seq84_17,others
Seq84_18,others
Seq84_19,others
Seq84_20,others
Seq85_01,others
Seq85_02,others
Seq85_03,others
Seq85_05,others
Seq85_06,others
Seq85_08,others
Seq85_09,others
Seq85_10,others
Seq85_11,others
Seq85_12,others
Seq85_15,others
Seq85_16,others
Seq85_17,others
Seq85_18,others
Seq85_19,others
Seq85_20,others
Seq86_01,others
Seq86_02,others
Seq86_03,others
Seq86_04,others
Seq86_05,others
Seq86_08,others
Seq86_09,others
Seq86_10,others
Seq86_12,others
Seq86_14,others
Seq86_15,others
Seq86_16,others
Seq86_17,others
Seq86_18,others
Seq86_19,others
Seq86_20,others
Seq87_01,others
Seq87_03,others
Seq87_04,others
Seq87_05,others
Seq87_06,others
Seq87_07,others
Seq87_08,others
Seq87_09,others
Seq87_10,others
Seq87_12,others
Seq87_13,others
Seq87_14,others
Seq87_15,others
Seq87_16,others
Seq87_17,others
Seq87_19,others
Seq87_20,others
Seq88_01,others
Seq88_02,others
Seq88_03,others
Seq88_04,others
Seq88_05,others
Seq88_06,others
Seq88_07,others
Seq88_08,others
Seq88_09,others
Seq88_10,others
