Sequence,label
Seq15_10,others
Seq15_11,others
Seq15_12,others
Seq15_13,others
Seq15_14,others
Seq15_15,others
Seq15_16,others
Seq15_17,others
Seq15_18,others
Seq15_19,others
Seq15_20,others
Seq16,happiness
Seq16_01,happiness
Seq16_02,happiness
Seq16_03,happiness
Seq16_04,happiness
Seq16_05,happiness
Seq16_06,happiness
Seq16_07,happiness
Seq16_08,happiness
Seq16_09,happiness
Seq16_10,happiness
Seq16_11,happiness
Seq16_12,happiness
Seq16_13,happiness
Seq16_14,happiness
Seq16_15,happiness
Seq16_16,happiness
Seq16_17,happiness
Seq16_18,happiness
Seq16_19,happiness
Seq16_20,happiness
Seq20,surprise
Seq20_01,surprise
Seq20_02,surprise
Seq20_03,surprise
Seq20_04,surprise
Seq20_05,surprise
Seq20_06,surprise
Seq20_07,surprise
Seq20_08,surprise
Seq20_09,surprise
Seq20_10,surprise
Seq20_11,surprise
Seq20_12,surprise
Seq20_13,surprise
Seq20_14,surprise
Seq20_15,surprise
Seq20_16,surprise
Seq20_17,surprise
Seq20_18,surprise
Seq20_19,surprise
Seq20_20,surprise
Seq22,others
Seq22_01,others
Seq22_02,others
Seq22_03,others
Seq22_04,others
Seq22_05,others
Seq22_06,others
Seq22_07,others
Seq22_08,others
Seq22_09,others
Seq22_10,others
Seq22_11,others
Seq22_12,others
Seq22_13,others
Seq22_14,others
Seq22_15,others
Seq22_16,others
Seq22_17,others
Seq22_18,others
Seq22_19,others
Seq22_20,others
Seq23,surprise
Seq23_01,surprise
Seq23_02,surprise
Seq23_03,surprise
Seq23_04,surprise
Seq23_05,surprise
Seq23_06,surprise
Seq23_07,surprise
Seq23_08,surprise
Seq23_09,surprise
Seq23_10,surprise
Seq23_11,surprise
Seq23_12,surprise
Seq23_13,surprise
Seq23_14,surprise
Seq23_15,surprise
Seq23_16,surprise
Seq23_17,surprise
Seq23_18,surprise
Seq23_19,surprise
Seq23_20,surprise
Seq24,others
Seq24_01,others
Seq24_02,others
Seq24_03,others
Seq24_04,others
Seq24_05,others
Seq24_06,others
Seq24_07,others
Seq24_08,others
Seq24_09,others
Seq24_10,others
Seq24_11,others
Seq24_12,others
Seq24_13,others
Seq24_14,others
Seq24_15,others
Seq24_16,others
Seq24_17,others
Seq24_18,others
Seq24_19,others
Seq24_20,others
Seq28,disgust
Seq28_01,disgust
Seq28_02,disgust
Seq28_03,disgust
Seq28_04,disgust
Seq28_05,disgust
Seq28_06,disgust
Seq28_07,disgust
Seq28_08,disgust
Seq28_09,disgust
Seq28_10,disgust
Seq28_11,disgust
Seq28_12,disgust
Seq28_13,disgust
Seq28_14,disgust
Seq28_15,disgust
Seq28_16,disgust
Seq28_17,disgust
Seq28_18,disgust
Seq28_19,disgust
Seq28_20,disgust
Seq29,disgust
Seq29_01,disgust
Seq29_02,disgust
Seq29_03,disgust
Seq29_04,disgust
Seq29_05,disgust
Seq29_06,disgust
Seq29_07,disgust
Seq29_08,disgust
Seq29_09,disgust
Seq29_10,disgust
Seq29_11,disgust
Seq29_12,disgust
Seq29_13,disgust
Seq29_14,disgust
Seq29_15,disgust
Seq29_16,disgust
Seq29_17,disgust
Seq29_18,disgust
Seq29_19,disgust
Seq29_20,disgust
Seq30,disgust
Seq30_01,disgust
Seq30_02,disgust
Seq30_03,disgust
Seq30_04,disgust
Seq30_05,disgust
Seq30_06,disgust
Seq30_07,disgust
Seq30_08,disgust
Seq30_09,disgust
Seq30_10,disgust
Seq30_11,disgust
Seq30_12,disgust
Seq30_13,disgust
Seq30_14,disgust
Seq30_15,disgust
Seq30_16,disgust
Seq30_17,disgust
Seq30_18,disgust
Seq30_19,disgust
Seq30_20,disgust
Seq31,disgust
Seq31_01,disgust
Seq31_02,disgust
Seq31_03,disgust
Seq31_04,disgust
Seq31_05,disgust
Seq31_06,disgust
Seq31_07,disgust
Seq31_08,disgust
Seq31_09,disgust
Seq31_10,disgust
Seq31_11,disgust
Seq31_12,disgust
Seq31_13,disgust
Seq31_14,disgust
Seq31_15,disgust
Seq31_16,disgust
Seq31_17,disgust
Seq31_18,disgust
Seq31_19,disgust
Seq31_20,disgust
Seq32,others
Seq32_01,others
Seq32_02,others
Seq32_03,others
Seq32_04,others
Seq32_05,others
Seq32_06,others
Seq32_07,others
Seq32_08,others
Seq32_09,others
Seq32_10,others
Seq32_11,others
Seq32_12,others
Seq32_13,others
Seq32_14,others
Seq32_15,others
Seq32_16,others
Seq32_17,others
Seq32_18,others
Seq32_19,others
Seq32_20,others
Seq34,others
Seq34_01,others
Seq34_02,others
Seq34_03,others
Seq34_04,others
Seq34_05,others
Seq34_06,others
Seq34_07,others
Seq34_08,others
Seq34_09,others
Seq34_10,others
Seq34_11,others
Seq34_12,others
Seq34_13,others
Seq34_14,others
Seq34_15,others
Seq34_16,others
Seq34_17,others
Seq34_18,others
Seq34_19,others
Seq34_20,others
Seq35,surprise
Seq35_01,surprise
Seq35_02,surprise
Seq35_03,surprise
Seq35_04,surprise
Seq35_05,surprise
Seq35_06,surprise
Seq35_07,surprise
Seq35_08,surprise
Seq35_09,surprise
Seq35_10,surprise
Seq35_11,surprise
Seq35_12,surprise
Seq35_13,surprise
Seq35_14,surprise
Seq35_15,surprise
Seq35_16,surprise
Seq35_17,surprise
Seq35_18,surprise
Seq35_19,surprise
Seq35_20,surprise
Seq37,surprise
Seq37_01,surprise
Seq37_02,surprise
Seq37_03,surprise
Seq37_04,surprise
Seq37_05,surprise
Seq37_06,surprise
Seq37_07,surprise
Seq37_08,surprise
Seq37_09,surprise
Seq37_10,surprise
Seq37_11,surprise
Seq37_12,surprise
Seq37_13,surprise
Seq37_14,surprise
Seq37_15,surprise
Seq37_16,surprise
Seq37_17,surprise
Seq37_18,surprise
Seq37_19,surprise
Seq37_20,surprise
Seq38,others
Seq38_01,others
Seq38_02,others
Seq38_03,others
Seq38_04,others
Seq38_05,others
Seq38_06,others
Seq38_07,others
Seq38_08,others
Seq38_09,others
Seq38_10,others
Seq38_11,others
Seq38_12,others
Seq38_13,others
Seq38_14,others
Seq38_15,others
Seq38_16,others
Seq38_17,others
Seq38_18,others
Seq38_19,others
Seq38_20,others
Seq39,surprise
Seq39_01,surprise
Seq39_02,surprise
Seq39_03,surprise
Seq39_04,surprise
Seq39_05,surprise
Seq39_06,surprise
Seq39_07,surprise
Seq39_08,surprise
Seq39_09,surprise
Seq39_10,surprise
Seq39_11,surprise
Seq39_12,surprise
Seq39_13,surprise
Seq39_14,surprise
Seq39_15,surprise
Seq39_16,surprise
Seq39_17,surprise
Seq39_18,surprise
Seq39_19,surprise
Seq39_20,surprise
Seq40,surprise
Seq40_01,surprise
Seq40_02,surprise
Seq40_03,surprise
Seq40_04,surprise
Seq40_05,surprise
Seq40_06,surprise
Seq40_07,surprise
Seq40_08,surprise
Seq40_09,surprise
Seq40_10,surprise
Seq40_11,surprise
Seq40_12,surprise
Seq40_13,surprise
Seq40_14,surprise
Seq40_15,surprise
Seq40_16,surprise
Seq40_17,surprise
Seq40_18,surprise
Seq40_19,surprise
Seq40_20,surprise
Seq42,others
Seq42_01,others
Seq42_02,others
Seq42_03,others
Seq42_04,others
Seq42_05,others
Seq42_06,others
Seq42_07,others
Seq42_08,others
Seq42_09,others
Seq42_10,others
Seq42_11,others
Seq42_12,others
Seq42_13,others
Seq42_14,others
Seq42_15,others
Seq42_16,others
Seq42_17,others
Seq42_18,others
Seq42_19,others
Seq42_20,others
Seq44,others
Seq44_01,others
Seq44_02,others
Seq44_03,others
Seq44_04,others
Seq44_05,others
Seq44_06,others
Seq44_07,others
Seq44_08,others
Seq44_09,others
Seq44_10,others
Seq44_11,others
Seq44_12,others
Seq44_13,others
Seq44_14,others
Seq44_15,others
Seq44_16,others
Seq44_17,others
Seq44_18,others
Seq44_19,others
Seq44_20,others
Seq46,disgust
Seq46_01,disgust
Seq46_02,disgust
Seq46_03,disgust
Seq46_04,disgust
Seq46_05,disgust
Seq46_06,disgust
Seq46_07,disgust
Seq46_08,disgust
Seq46_09,disgust
Seq46_10,disgust
Seq46_11,disgust
Seq46_12,disgust
Seq46_13,disgust
Seq46_14,disgust
Seq46_15,disgust
Seq46_16,disgust
Seq46_17,disgust
Seq46_18,disgust
Seq46_19,disgust
Seq46_20,disgust
Seq47,surprise
Seq47_01,surprise
Seq47_02,surprise
Seq47_03,surprise
Seq47_04,surprise
Seq47_05,surprise
Seq47_06,surprise
Seq47_07,surprise
Seq47_08,surprise
Seq47_09,surprise
Seq47_10,surprise
Seq47_11,surprise
Seq47_12,surprise
Seq47_13,surprise
Seq47_14,surprise
Seq47_15,surprise
Seq47_16,surprise
Seq47_17,surprise
Seq47_18,surprise
Seq47_19,surprise
Seq47_20,surprise
Seq48,others
Seq48_01,others
Seq48_02,others
Seq48_03,others
Seq48_04,others
Seq48_05,others
Seq48_06,others
Seq48_07,others
Seq48_08,others
Seq48_09,others
Seq48_10,others
Seq48_11,others
Seq48_12,others
Seq48_13,others
Seq48_14,others
Seq48_15,others
Seq48_16,others
Seq48_17,others
Seq48_18,others
Seq48_19,others
Seq48_20,others
Seq49,others
Seq49_01,others
Seq49_02,others
Seq49_03,others
Seq49_04,others
Seq49_05,others
Seq49_06,others
Seq49_07,others
Seq49_08,others
Seq49_09,others
Seq49_10,others
Seq49_11,others
Seq49_12,others
Seq49_13,others
Seq49_14,others
Seq49_15,others
Seq49_16,others
Seq49_17,others
Seq49_18,others
Seq49_19,others
Seq49_20,others
Seq50,others
Seq50_01,others
Seq50_02,others
Seq50_03,others
Seq50_04,others
Seq50_05,others
Seq50_06,others
Seq50_07,others
Seq50_08,others
Seq50_09,others
Seq50_10,others
Seq50_11,others
Seq50_12,others
Seq50_13,others
Seq50_14,others
Seq50_15,others
Seq50_16,others
Seq50_17,others
Seq50_18,others
Seq50_19,others
Seq50_20,others
Seq51,others
Seq51_01,others
Seq51_02,others
Seq51_03,others
Seq51_04,others
Seq51_05,others
Seq51_06,others
Seq51_07,others
Seq51_08,others
Seq51_09,others
Seq51_10,others
Seq51_11,others
Seq51_12,others
Seq51_13,others
Seq51_14,others
Seq51_15,others
Seq51_16,others
Seq51_17,others
Seq51_18,others
Seq51_19,others
Seq51_20,others
Seq52,others
Seq52_01,others
Seq52_02,others
Seq52_03,others
Seq52_04,others
Seq52_05,others
Seq52_06,others
Seq52_07,others
Seq52_08,others
Seq52_09,others
Seq52_10,others
Seq52_11,others
Seq52_12,others
Seq52_13,others
Seq52_14,others
Seq52_15,others
Seq52_16,others
Seq52_17,others
Seq52_18,others
Seq52_19,others
Seq52_20,others
Seq53,others
Seq53_01,others
Seq53_02,others
Seq53_03,others
Seq53_04,others
Seq53_05,others
Seq53_06,others
Seq53_07,others
Seq53_08,others
Seq53_09,others
Seq53_10,others
Seq53_11,others
Seq53_12,others
Seq53_13,others
Seq53_14,others
Seq53_15,others
Seq53_16,others
Seq53_17,others
Seq53_18,others
Seq53_19,others
Seq53_20,others
Seq54,happiness
Seq54_01,happiness
Seq54_02,happiness
Seq54_03,happiness
Seq54_04,happiness
Seq54_05,happiness
Seq54_06,happiness
Seq54_07,happiness
Seq54_08,happiness
Seq54_09,happiness
Seq54_10,happiness
Seq54_11,happiness
Seq54_12,happiness
Seq54_13,happiness
Seq54_14,happiness
Seq54_15,happiness
Seq54_16,happiness
Seq54_17,happiness
Seq54_18,happiness
Seq54_19,happiness
Seq54_20,happiness
Seq55,surprise
Seq55_01,surprise
Seq55_02,surprise
Seq55_03,surprise
Seq55_04,surprise
Seq55_05,surprise
Seq55_06,surprise
Seq55_07,surprise
Seq55_08,surprise
Seq55_09,surprise
Seq55_10,surprise
Seq55_11,surprise
Seq55_12,surprise
Seq55_13,surprise
Seq55_14,surprise
Seq55_15,surprise
Seq55_16,surprise
Seq55_17,surprise
Seq55_18,surprise
Seq55_19,surprise
Seq55_20,surprise
Seq56,others
Seq56_01,others
Seq56_02,others
Seq56_03,others
Seq56_04,others
Seq56_05,others
Seq56_06,others
Seq56_07,others
Seq56_08,others
Seq56_09,others
Seq56_10,others
Seq56_11,others
Seq56_12,others
Seq56_13,others
Seq56_14,others
Seq56_15,others
Seq56_16,others
Seq56_17,others
Seq56_18,others
Seq56_19,others
Seq56_20,others
Seq57,surprise
Seq57_01,surprise
Seq57_02,surprise
Seq57_03,surprise
Seq57_04,surprise
Seq57_05,surprise
Seq57_06,surprise
Seq57_07,surprise
Seq57_08,surprise
Seq57_09,surprise
Seq57_10,surprise
Seq57_11,surprise
Seq57_12,surprise
Seq57_13,surprise
Seq57_14,surprise
Seq57_15,surprise
Seq57_16,surprise
Seq57_17,surprise
Seq57_18,surprise
Seq57_19,surprise
Seq57_20,surprise
Seq59,disgust
Seq59_01,disgust
Seq59_02,disgust
Seq59_03,disgust
Seq59_04,disgust
Seq59_05,disgust
Seq59_06,disgust
Seq59_07,disgust
Seq59_08,disgust
Seq59_09,disgust
Seq59_10,disgust
Seq59_11,disgust
Seq59_12,disgust
Seq59_13,disgust
Seq59_14,disgust
Seq59_15,disgust
Seq59_16,disgust
Seq59_17,disgust
Seq59_18,disgust
Seq59_19,disgust
Seq59_20,disgust
Seq60,others
Seq60_01,others
Seq60_02,others
Seq60_03,others
Seq60_04,others
Seq60_05,others
Seq60_06,others
Seq60_07,others
Seq60_08,others
Seq60_09,others
Seq60_10,others
Seq60_11,others
Seq60_12,others
Seq60_13,others
Seq60_14,others
Seq60_15,others
Seq60_16,others
Seq60_17,others
Seq60_18,others
Seq60_19,others
Seq60_20,others
Seq61,others
Seq61_01,others
Seq61_02,others
Seq61_03,others
Seq61_04,others
Seq61_05,others
Seq61_06,others
Seq61_07,others
Seq61_08,others
Seq61_09,others
Seq61_10,others
Seq61_11,others
Seq61_12,others
Seq61_13,others
Seq61_14,others
Seq61_15,others
Seq61_16,others
Seq61_17,others
Seq61_18,others
Seq61_19,others
Seq61_20,others
Seq62,disgust
Seq62_01,disgust
Seq62_02,disgust
Seq62_03,disgust
Seq62_04,disgust
Seq62_05,disgust
Seq62_06,disgust
Seq62_07,disgust
Seq62_08,disgust
Seq62_09,disgust
Seq62_10,disgust
Seq62_11,disgust
Seq62_12,disgust
Seq62_13,disgust
Seq62_14,disgust
Seq62_15,disgust
Seq62_16,disgust
Seq62_17,disgust
Seq62_18,disgust
Seq62_19,disgust
Seq62_20,disgust
Seq64,disgust
Seq64_01,disgust
Seq64_02,disgust
Seq64_03,disgust
Seq64_04,disgust
Seq64_05,disgust
Seq64_06,disgust
Seq64_07,disgust
Seq64_08,disgust
Seq64_09,disgust
Seq64_10,disgust
Seq64_11,disgust
Seq64_12,disgust
Seq64_13,disgust
Seq64_14,disgust
Seq64_15,disgust
Seq64_16,disgust
Seq64_17,disgust
Seq64_18,disgust
Seq64_19,disgust
Seq64_20,disgust
Seq65,disgust
Seq65_01,disgust
Seq65_02,disgust
Seq65_03,disgust
Seq65_04,disgust
Seq65_05,disgust
Seq65_06,disgust
Seq65_07,disgust
Seq65_08,disgust
Seq65_09,disgust
Seq65_10,disgust
Seq65_11,disgust
Seq65_12,disgust
Seq65_13,disgust
Seq65_14,disgust
Seq65_15,disgust
Seq65_16,disgust
Seq65_17,disgust
Seq65_18,disgust
Seq65_19,disgust
Seq65_20,disgust
Seq66,others
Seq66_01,others
Seq66_02,others
Seq66_03,others
Seq66_04,others
Seq66_05,others
Seq66_06,others
Seq66_07,others
Seq66_08,others
Seq66_09,others
Seq66_10,others
Seq66_11,others
Seq66_12,others
Seq66_13,others
Seq66_14,others
Seq66_15,others
Seq66_16,others
Seq66_17,others
Seq66_18,others
Seq66_19,others
Seq66_20,others
Seq67,others
Seq67_01,others
Seq67_02,others
Seq67_03,others
Seq67_04,others
Seq67_05,others
Seq67_06,others
Seq67_07,others
Seq67_08,others
Seq67_09,others
Seq67_10,others
Seq67_11,others
Seq67_12,others
Seq67_13,others
Seq67_14,others
Seq67_15,others
Seq67_16,others
Seq67_17,others
Seq67_18,others
Seq67_19,others
Seq67_20,others
Seq68,others
Seq68_01,others
Seq68_02,others
Seq68_03,others
Seq68_04,others
Seq68_05,others
Seq68_06,others
Seq68_07,others
Seq68_08,others
Seq68_09,others
Seq68_10,others
Seq68_11,others
Seq68_12,others
Seq68_13,others
Seq68_14,others
Seq68_15,others
Seq68_16,others
Seq68_17,others
Seq68_18,others
Seq68_19,others
Seq68_20,others
Seq69,others
Seq69_01,others
Seq69_02,others
Seq69_03,others
Seq69_04,others
Seq69_05,others
Seq69_06,others
Seq69_07,others
Seq69_08,others
Seq69_09,others
Seq69_10,others
Seq69_11,others
Seq69_12,others
Seq69_13,others
Seq69_14,others
Seq69_15,others
Seq69_16,others
Seq69_17,others
Seq69_18,others
Seq69_19,others
Seq69_20,others
Seq70,repression
Seq70_01,repression
Seq70_02,repression
Seq70_03,repression
Seq70_04,repression
Seq70_05,repression
Seq70_06,repression
Seq70_07,repression
Seq70_08,repression
Seq70_09,repression
Seq70_10,repression
Seq70_11,repression
Seq70_12,repression
Seq70_13,repression
Seq70_14,repression
Seq70_15,repression
Seq70_16,repression
Seq70_17,repression
Seq70_18,repression
Seq70_19,repression
Seq70_20,repression
Seq71,happiness
Seq71_01,happiness
Seq71_02,happiness
Seq71_03,happiness
Seq71_04,happiness
Seq71_05,happiness
Seq71_06,happiness
Seq71_07,happiness
Seq71_08,happiness
Seq71_09,happiness
Seq71_10,happiness
Seq71_11,happiness
Seq71_12,happiness
Seq71_13,happiness
Seq71_14,happiness
Seq71_15,happiness
Seq71_16,happiness
Seq71_17,happiness
Seq71_18,happiness
Seq71_19,happiness
Seq71_20,happiness
Seq72,others
Seq72_01,others
Seq72_02,others
Seq72_03,others
Seq72_04,others
Seq72_05,others
Seq72_06,others
Seq72_07,others
Seq72_08,others
Seq72_09,others
Seq72_10,others
Seq72_11,others
Seq72_12,others
Seq72_13,others
Seq72_14,others
Seq72_15,others
Seq72_16,others
Seq72_17,others
Seq72_18,others
Seq72_19,others
Seq72_20,others
Seq73,others
Seq73_01,others
Seq73_02,others
Seq73_03,others
Seq73_04,others
Seq73_05,others
Seq73_06,others
Seq73_07,others
Seq73_08,others
Seq73_09,others
Seq73_10,others
Seq73_11,others
Seq73_12,others
Seq73_13,others
Seq73_14,others
Seq73_15,others
Seq73_16,others
Seq73_17,others
Seq73_18,others
Seq73_19,others
Seq73_20,others
Seq74,happiness
Seq74_01,happiness
Seq74_02,happiness
Seq74_03,happiness
Seq74_04,happiness
Seq74_05,happiness
Seq74_06,happiness
Seq74_07,happiness
Seq74_08,happiness
Seq74_09,happiness
Seq74_10,happiness
Seq74_11,happiness
Seq74_12,happiness
Seq74_13,happiness
Seq74_14,happiness
Seq74_15,happiness
Seq74_16,happiness
Seq74_17,happiness
Seq74_18,happiness
Seq74_19,happiness
Seq74_20,happiness
Seq75,repression
Seq75_01,repression
Seq75_02,repression
Seq75_03,repression
Seq75_04,repression
Seq75_05,repression
Seq75_06,repression
Seq75_07,repression
Seq75_08,repression
Seq75_09,repression
Seq75_10,repression
Seq75_11,repression
Seq75_12,repression
Seq75_13,repression
Seq75_14,repression
Seq75_15,repression
Seq75_16,repression
Seq75_17,repression
Seq75_18,repression
Seq75_19,repression
Seq75_20,repression
Seq76,happiness
Seq76_01,happiness
Seq76_02,happiness
Seq76_03,happiness
Seq76_04,happiness
Seq76_05,happiness
Seq76_06,happiness
Seq76_07,happiness
Seq76_08,happiness
Seq76_09,happiness
Seq76_10,happiness
Seq76_11,happiness
Seq76_12,happiness
Seq76_13,happiness
Seq76_14,happiness
Seq76_15,happiness
Seq76_16,happiness
Seq76_17,happiness
Seq76_18,happiness
Seq76_19,happiness
Seq76_20,happiness
Seq77,repression
Seq77_01,repression
Seq77_02,repression
Seq77_03,repression
Seq77_04,repression
Seq77_05,repression
Seq77_06,repression
Seq77_07,repression
Seq77_08,repression
Seq77_09,repression
Seq77_10,repression
Seq77_11,repression
Seq77_12,repression
Seq77_13,repression
Seq77_14,repression
Seq77_15,repression
Seq77_16,repression
Seq77_17,repression
Seq77_18,repression
Seq77_19,repression
Seq77_20,repression
Seq80,repression
Seq80_01,repression
Seq80_02,repression
Seq80_03,repression
Seq80_04,repression
Seq80_05,repression
Seq80_06,repression
Seq80_07,repression
Seq80_08,repression
Seq80_09,repression
Seq80_10,repression
Seq80_11,repression
Seq80_12,repression
Seq80_13,repression
Seq80_14,repression
Seq80_15,repression
Seq80_16,repression
Seq80_17,repression
Seq80_18,repression
Seq80_19,repression
Seq80_20,repression
Seq81,others
Seq81_01,others
Seq81_02,others
Seq81_03,others
Seq81_04,others
Seq81_05,others
Seq81_06,others
Seq81_07,others
Seq81_08,others
Seq81_09,others
Seq81_10,others
Seq81_11,others
Seq81_12,others
Seq81_13,others
Seq81_14,others
Seq81_15,others
Seq81_16,others
Seq81_17,others
Seq81_18,others
Seq81_19,others
Seq81_20,others
Seq82,happiness
Seq82_01,happiness
Seq82_02,happiness
Seq82_03,happiness
Seq82_04,happiness
Seq82_05,happiness
Seq82_06,happiness
Seq82_07,happiness
Seq82_08,happiness
Seq82_09,happiness
Seq82_10,happiness
Seq82_11,happiness
Seq82_12,happiness
Seq82_13,happiness
Seq82_14,happiness
Seq82_15,happiness
Seq82_16,happiness
Seq82_17,happiness
Seq82_18,happiness
Seq82_19,happiness
Seq82_20,happiness
Seq83,repression
Seq83_01,repression
Seq83_02,repression
Seq83_03,repression
Seq83_04,repression
Seq83_05,repression
Seq83_06,repression
Seq83_07,repression
Seq83_08,repression
Seq83_09,repression
Seq83_10,repression
Seq83_11,repression
Seq83_12,repression
Seq83_13,repression
Seq83_14,repression
Seq83_15,repression
Seq83_16,repression
Seq83_17,repression
Seq83_18,repression
Seq83_19,repression
Seq83_20,repression
Seq84,others
Seq84_01,others
Seq84_02,others
Seq84_03,others
Seq84_04,others
Seq84_05,others
Seq84_06,others
Seq84_07,others
Seq84_08,others
Seq84_09,others
Seq84_10,others
Seq84_11,others
Seq84_12,others
Seq84_13,others
Seq84_14,others
Seq84_15,others
Seq84_16,others
Seq84_17,others
Seq84_18,others
Seq84_19,others
Seq84_20,others
Seq85,others
Seq85_01,others
Seq85_02,others
Seq85_03,others
Seq85_04,others
Seq85_05,others
Seq85_06,others
Seq85_07,others
Seq85_08,others
Seq85_09,others
Seq85_10,others
Seq85_11,others
Seq85_12,others
Seq85_13,others
Seq85_14,others
Seq85_15,others
Seq85_16,others
Seq85_17,others
Seq85_18,others
Seq85_19,others
Seq85_20,others
Seq88,others
Seq88_01,others
Seq88_02,others
Seq88_03,others
Seq88_04,others
Seq88_05,others
Seq88_06,others
Seq88_07,others
Seq88_08,others
Seq88_09,others
Seq88_10,others
Seq88_11,others
Seq88_12,others
Seq88_13,others
Seq88_14,others
Seq88_15,others
Seq88_16,others
Seq88_17,others
Seq88_18,others
Seq88_19,others
Seq88_20,others
Seq89,others
Seq89_01,others
Seq89_02,others
Seq89_03,others
Seq89_04,others
Seq89_05,others
Seq89_06,others
Seq89_07,others
Seq89_08,others
Seq89_09,others
Seq89_10,others
Seq89_11,others
Seq89_12,others
Seq89_13,others
Seq89_14,others
Seq89_15,others
Seq89_16,others
